"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%DisGeNet","num_DisGeNet","%NCG","num_NCG","%DEGs","num_DEGs"
"1","rosiglitazone-1233","4/100",3.42307648755364e-05,0.0277953810789356,0,0,25.084595959596,257.929492302622,"PPAT;DDX31;NFE2L3;NLE1",0,0,0,0,100,4
