"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP006 HT29 24H-alvocidib-10","3/97",1.09808328844711e-06,0.00094105737819917,0,0,317.56914893617,4357.66619312836,"PRKCB;LAMP3;CCR7"
"LJP006 SKBR3 3H-fostamatinib-0.12","2/30",2.16890444095218e-05,0.0077070414741512,0,0,475.404761904762,5105.23068114112,"PRKCB;CCR7"
"LJP009 HCC515 24H-KIN001-055-0.12","2/34",2.79602635528303e-05,0.0077070414741512,0,0,415.895833333333,4360.55394628301,"PRKCB;CD69"
"LJP005 HA1E 24H-dovitinib-0.12","2/42",4.28781029632865e-05,0.0077070414741512,0,0,332.583333333333,3344.84023229637,"PRKCB;LAMP3"
"LJP008 A375 24H-olaparib-3.33","2/43",4.49652361385718e-05,0.0077070414741512,0,0,324.455284552846,3247.67439640328,"LAMP3;CCR7"
"LJP008 HA1E 24H-GSK-461364-0.12","2/50",6.09567865299597e-05,0.00791200532375099,0,0,277.041666666667,2688.78505476905,"PRKCB;CD69"
"LJP007 HEPG2 24H-dinaciclib-1.11","2/53",6.85496419871141e-05,0.00791200532375099,0,0,260.705882352941,2499.63558378405,"LAMP3;CCR7"
"LJP007 HA1E 24H-mitoxantrone-10","2/55",7.38576926371154e-05,0.00791200532375099,0,0,250.842767295597,2386.36015461187,"PRKCB;LAMP3"
"LJP007 HA1E 24H-AZ-628-3.33","2/66",0.000106566203649477,0.00969705707869746,0,0,207.614583333333,1898.99747253505,"LAMP3;CCR7"
"LJP007 HEPG2 24H-dinaciclib-10","2/68",0.000113151191116656,0.00969705707869746,0,0,201.30303030303,1829.1974888826,"LAMP3;CCR7"
"LJP006 HT29 24H-AT-7519-10","2/76",0.000141450015722374,0.0106319610832398,0,0,179.468468468468,1590.73028300476,"PRKCB;LAMP3"
"LJP005 PC3 24H-BX-912-10","2/80",0.000156773091354351,0.0106319610832398,0,0,170.230769230769,1491.34258548202,"CCR7;CD69"
"LJP005 HS578T 24H-AZD-8330-1.11","2/84",0.000172877344085826,0.0106319610832398,0,0,161.894308943089,1402.47877576217,"EBI3;CCR7"
"LJP007 HA1E 24H-CGP-60474-1.11","2/85",0.000177025355075892,0.0106319610832398,0,0,159.935742971888,1381.71968341399,"PRKCB;LAMP3"
"LJP005 SKBR3 3H-CGP-60474-0.12","2/89",0.000194104745880073,0.0106319610832398,0,0,152.551724137931,1303.87676618426,"PRKCB;CD69"
"LJP006 BT20 24H-canertinib-0.04","2/90",0.000198496356279857,0.0106319610832398,0,0,150.810606060606,1285.62117790028,"PRKCB;LAMP3"
"LJP005 MDAMB231 24H-WZ-3105-0.12","2/100",0.000245087170998512,0.0119566428840076,0,0,135.353741496599,1125.31701267514,"PRKCB;LAMP3"
"LJP006 HA1E 24H-mitoxantrone-10","2/103",0.000260011376391387,0.0119566428840076,0,0,131.313531353135,1083.96499156963,"PRKCB;LAMP3"
"LJP005 HA1E 24H-PD-0325901-3.33","2/104",0.000265083097778465,0.0119566428840076,0,0,130.019607843137,1070.77221634846,"LAMP3;CD69"
"LJP009 A549 24H-CGP-60474-0.12","2/114",0.000318463644692032,0.0136461671750536,0,0,118.35119047619,952.964050212754,"PRKCB;LAMP3"
"LJP007 HA1E 24H-dinaciclib-10","2/120",0.000352812323035563,0.0143981028972132,0,0,112.299435028249,892.732703189325,"PRKCB;LAMP3"
"LJP008 HCC515 24H-CGP-60474-1.11","2/129",0.000407590041774452,0.0149554175078525,0,0,104.293963254593,814.040319888648,"LAMP3;CCR7"
"LJP005 SKBR3 3H-withaferin-a-3.33","2/133",0.000433186932633961,0.0149554175078525,0,0,101.089058524173,782.868161610109,"PRKCB;CD69"
"LJP007 HCC515 24H-CGP-60474-3.33","2/133",0.000433186932633961,0.0149554175078525,0,0,101.089058524173,782.868161610109,"PRKCB;LAMP3"
"LJP006 MDAMB231 24H-PF-562271-10","2/136",0.000452889084648196,0.0149554175078525,0,0,98.8109452736318,760.830772011607,"PRKCB;LAMP3"
"LJP007 HCC515 24H-CGP-60474-0.04","2/138",0.000466263862563462,0.0149554175078525,0,0,97.3480392156863,746.733333870393,"PRKCB;LAMP3"
"LJP007 HA1E 24H-CGP-60474-0.04","2/139",0.000473023210383425,0.0149554175078525,0,0,96.632603406326,739.854588884428,"PRKCB;LAMP3"
