"modules","drugs","module_size","DEG_up","DEG_down","drug_module_genes","DE_drug","p_value","adjusted_pvalue"
71,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",51,3,0,2,0,NA,NA
71,"celecoxib homo sapiens gpl8300 gse11237 chdir down",51,3,0,2,0,0.0198905587551663,1
71,"decitabine homo sapiens gpl96 gse19610 chdir down",51,3,0,2,0,0.033161716299909,1
71,"letrozole homo sapiens gpl3921 gse33366 chdir down",51,3,0,3,1,NA,NA
71,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",51,3,0,1,0,NA,NA
71,"enzalutamide homo sapiens gpl570 gse44905 chdir down",51,3,0,5,0,0.0231214522904814,1
71,"imatinib homo sapiens gpl201 gds838 chdir down",51,3,0,1,0,NA,NA
71,"dexamethasone homo sapiens gpl570 gse37474 chdir down",51,3,0,1,0,NA,NA
71,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",51,3,0,1,0,NA,NA
71,"valproic acid homo sapiens gpl570 gse14973 chdir down",51,3,0,1,0,NA,NA
71,"dexamethasone mus musculus gpl339 gse2342 chdir down",51,3,0,1,0,NA,NA
71,"celecoxib homo sapiens gpl8300 gds3384 chdir down",51,3,0,2,0,NA,NA
71,"captopril mus musculus gpl1261 gds3683 chdir down",51,3,0,1,0,NA,NA
71,"vorinostat homo sapiens gpl571 gse18544 chdir down",51,3,0,1,0,NA,NA
71,"probucol mus musculus gpl9526 gds3619 chdir down",51,3,0,1,0,NA,NA
71,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",51,3,0,2,0,0.0207762353506997,1
71,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",51,3,0,4,0,NA,NA
71,"estradiol homo sapiens gpl6947 gse27375 chdir down",51,3,0,1,1,NA,NA
71,"deferasirox homo sapiens gpl570 gds3558 chdir down",51,3,0,5,0,NA,NA
72,"prednisolone homo sapiens gpl570 gse32962 chdir down",45,5,0,8,0,0.00261665156872752,0.365284558994362
72,"ethanol homo sapiens gpl96 gds2767 chdir down",45,5,0,13,2,1.17790879373537e-13,8.22180338027287e-11
72,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",45,5,0,5,1,4.57996778324894e-05,0.0106560583756925
72,"doxorubicin mus musculus gpl8321 gse17115 chdir down",45,5,0,2,0,0.03607271884985,1
72,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",45,5,0,2,0,NA,NA
72,"decitabine homo sapiens gpl96 gse19610 chdir down",45,5,0,3,0,0.00204421211571415,0.35671501419212
72,"letrozole homo sapiens gpl3921 gse33366 chdir down",45,5,0,1,1,NA,NA
72,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",45,5,0,3,0,0.0135929307565147,1
72,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",45,5,0,1,0,NA,NA
72,"enzalutamide homo sapiens gpl570 gse44905 chdir down",45,5,0,5,0,0.0140442201188847,0.980286564298154
72,"imatinib homo sapiens gpl201 gds838 chdir down",45,5,0,1,0,NA,NA
72,"valproic acid mus musculus gpl6885 gse41020 chdir down",45,5,0,1,0,NA,NA
72,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",45,5,0,1,0,NA,NA
72,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",45,5,0,1,0,NA,NA
72,"dexamethasone homo sapiens gpl570 gse37474 chdir down",45,5,0,1,0,NA,NA
72,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",45,5,0,2,0,NA,NA
72,"valproic acid homo sapiens gpl570 gse14973 chdir down",45,5,0,1,0,NA,NA
72,"dexamethasone mus musculus gpl339 gse2342 chdir down",45,5,0,2,0,NA,NA
72,"celecoxib homo sapiens gpl8300 gds3384 chdir down",45,5,0,2,0,NA,NA
72,"captopril mus musculus gpl1261 gds3683 chdir down",45,5,0,1,0,NA,NA
72,"vorinostat homo sapiens gpl571 gse18544 chdir down",45,5,0,2,0,NA,NA
72,"probucol mus musculus gpl9526 gds3619 chdir down",45,5,0,1,0,NA,NA
72,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",45,5,0,1,0,NA,NA
72,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",45,5,0,2,0,NA,NA
72,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",45,5,0,4,0,NA,NA
72,"estradiol homo sapiens gpl6947 gse27375 chdir down",45,5,0,2,1,NA,NA
72,"deferasirox homo sapiens gpl570 gds3558 chdir down",45,5,0,1,0,NA,NA
73,"prednisolone homo sapiens gpl570 gse32962 chdir down",78,4,0,14,2,2.15952829205054e-05,0.00150735074785128
73,"ethanol homo sapiens gpl96 gds2767 chdir down",78,4,0,7,1,0.000215328543223856,0.0125249435975209
73,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",78,4,0,4,0,0.00498410065310696,0.165662012184222
73,"doxorubicin mus musculus gpl8321 gse17115 chdir down",78,4,0,1,0,NA,NA
73,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",78,4,0,6,0,0.00489019800916633,0.179650432126216
73,"celecoxib homo sapiens gpl8300 gse11237 chdir down",78,4,0,5,0,2.0368325540666e-05,0.00157967680304276
73,"letrozole homo sapiens gpl3921 gse33366 chdir down",78,4,0,2,0,NA,NA
73,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",78,4,0,2,0,NA,NA
73,"enzalutamide homo sapiens gpl570 gse44905 chdir down",78,4,0,4,0,NA,NA
73,"imatinib homo sapiens gpl201 gds838 chdir down",78,4,0,3,0,0.0223721699601548,0.487992957255877
73,"valproic acid mus musculus gpl6885 gse41020 chdir down",78,4,0,4,1,0.00875855859048798,0.244538955846424
73,"vorinostat homo sapiens gpl6884 gse46703 chdir down",78,4,0,5,0,2.71673916673403e-07,3.7925678767607e-05
73,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",78,4,0,3,0,0.042616470825522,0.826286017672621
73,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",78,4,0,4,0,0.00665430728345971,0.193529436827287
73,"dexamethasone homo sapiens gpl570 gse37474 chdir down",78,4,0,1,0,NA,NA
73,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",78,4,0,2,0,NA,NA
73,"valproic acid homo sapiens gpl570 gse14973 chdir down",78,4,0,11,1,2.15093732246265e-06,0.000214479178725562
73,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",78,4,0,2,0,NA,NA
73,"dexamethasone mus musculus gpl339 gse2342 chdir down",78,4,0,5,0,0.00190506056992379,0.0738740154337112
73,"captopril mus musculus gpl1261 gds3683 chdir down",78,4,0,7,0,NA,NA
73,"vorinostat homo sapiens gpl571 gse18544 chdir down",78,4,0,1,0,NA,NA
73,"probucol mus musculus gpl9526 gds3619 chdir down",78,4,0,1,0,NA,NA
73,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",78,4,0,1,0,NA,NA
73,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",78,4,0,3,0,0.0169214144964114,0.393704910616506
73,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",78,4,0,1,0,NA,NA
73,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",78,4,0,3,0,NA,NA
73,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",78,4,0,4,0,NA,NA
73,"estradiol homo sapiens gpl6947 gse27375 chdir down",78,4,0,4,0,NA,NA
73,"deferasirox homo sapiens gpl570 gds3558 chdir down",78,4,0,3,0,NA,NA
74,"prednisolone homo sapiens gpl570 gse32962 chdir down",40,6,0,9,0,3.4510656044871e-05,0.00802947930643999
74,"ethanol homo sapiens gpl96 gds2767 chdir down",40,6,0,6,2,3.37280045422573e-05,0.0117710735852478
74,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",40,6,0,4,1,0.00041358151826231,0.0577359799494184
74,"doxorubicin mus musculus gpl8321 gse17115 chdir down",40,6,0,1,0,NA,NA
74,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",40,6,0,1,0,NA,NA
74,"celecoxib homo sapiens gpl8300 gse11237 chdir down",40,6,0,1,0,NA,NA
74,"decitabine homo sapiens gpl96 gse19610 chdir down",40,6,0,4,0,7.28981098840019e-05,0.0127207201747583
74,"letrozole homo sapiens gpl3921 gse33366 chdir down",40,6,0,2,1,NA,NA
74,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",40,6,0,2,0,NA,NA
74,"enzalutamide homo sapiens gpl570 gse44905 chdir down",40,6,0,3,0,NA,NA
74,"valproic acid mus musculus gpl6885 gse41020 chdir down",40,6,0,1,0,NA,NA
74,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",40,6,0,1,0,NA,NA
74,"dexamethasone mus musculus gpl339 gse2342 chdir down",40,6,0,1,0,NA,NA
74,"celecoxib homo sapiens gpl8300 gds3384 chdir down",40,6,0,2,0,NA,NA
74,"captopril mus musculus gpl1261 gds3683 chdir down",40,6,0,1,0,NA,NA
74,"vorinostat homo sapiens gpl571 gse18544 chdir down",40,6,0,2,0,NA,NA
74,"probucol mus musculus gpl9526 gds3619 chdir down",40,6,0,1,0,NA,NA
74,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",40,6,0,1,0,NA,NA
74,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",40,6,0,2,0,NA,NA
74,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",40,6,0,1,0,NA,NA
74,"estradiol homo sapiens gpl6947 gse27375 chdir down",40,6,0,2,1,NA,NA
74,"deferasirox homo sapiens gpl570 gds3558 chdir down",40,6,0,1,0,NA,NA
75,"prednisolone homo sapiens gpl570 gse32962 chdir down",55,4,0,5,0,NA,NA
75,"ethanol homo sapiens gpl96 gds2767 chdir down",55,4,0,9,0,2.06463776103436e-06,0.00144111715720198
75,"decitabine homo sapiens gpl96 gse19610 chdir down",55,4,0,1,0,NA,NA
75,"letrozole homo sapiens gpl3921 gse33366 chdir down",55,4,0,3,0,NA,NA
75,"enzalutamide homo sapiens gpl570 gse44905 chdir down",55,4,0,1,0,NA,NA
75,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",55,4,0,3,0,NA,NA
75,"valproic acid homo sapiens gpl570 gse14973 chdir down",55,4,0,2,0,NA,NA
75,"captopril mus musculus gpl1261 gds3683 chdir down",55,4,0,4,1,NA,NA
75,"vorinostat homo sapiens gpl571 gse18544 chdir down",55,4,0,1,0,NA,NA
75,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",55,4,0,2,0,NA,NA
75,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",55,4,0,5,0,NA,NA
75,"estradiol homo sapiens gpl6947 gse27375 chdir down",55,4,0,3,0,NA,NA
75,"deferasirox homo sapiens gpl570 gds3558 chdir down",55,4,0,3,0,NA,NA
76,"prednisolone homo sapiens gpl570 gse32962 chdir down",38,3,0,5,0,0.0210415140182484,1
76,"ethanol homo sapiens gpl96 gds2767 chdir down",38,3,0,1,0,NA,NA
76,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",38,3,0,1,0,NA,NA
76,"doxorubicin mus musculus gpl8321 gse17115 chdir down",38,3,0,1,0,NA,NA
76,"letrozole homo sapiens gpl3921 gse33366 chdir down",38,3,0,1,0,NA,NA
76,"enzalutamide homo sapiens gpl570 gse44905 chdir down",38,3,0,2,0,NA,NA
76,"valproic acid mus musculus gpl6885 gse41020 chdir down",38,3,0,1,0,NA,NA
76,"dexamethasone homo sapiens gpl570 gse37474 chdir down",38,3,0,1,0,NA,NA
76,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",38,3,0,1,0,NA,NA
76,"valproic acid homo sapiens gpl570 gse14973 chdir down",38,3,0,4,0,0.0120799342440171,1
76,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",38,3,0,1,0,NA,NA
76,"captopril mus musculus gpl1261 gds3683 chdir down",38,3,0,1,0,NA,NA
76,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",38,3,0,1,0,NA,NA
76,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",38,3,0,6,0,0.0307034203021821,1
77,"prednisolone homo sapiens gpl570 gse32962 chdir down",43,3,0,6,0,0.00896736665339495,1
77,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",43,3,0,1,0,NA,NA
77,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",43,3,0,2,0,NA,NA
77,"letrozole homo sapiens gpl3921 gse33366 chdir down",43,3,0,1,0,NA,NA
77,"enzalutamide homo sapiens gpl570 gse44905 chdir down",43,3,0,5,0,0.0116548854027905,1
77,"imatinib homo sapiens gpl201 gds838 chdir down",43,3,0,1,0,NA,NA
77,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",43,3,0,1,0,NA,NA
77,"valproic acid homo sapiens gpl570 gse14973 chdir down",43,3,0,4,0,0.0184229639130081,1
77,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",43,3,0,2,0,NA,NA
77,"dexamethasone mus musculus gpl339 gse2342 chdir down",43,3,0,5,0,0.000119572981350318,0.0417309704912609
77,"celecoxib homo sapiens gpl8300 gds3384 chdir down",43,3,0,1,0,NA,NA
77,"captopril mus musculus gpl1261 gds3683 chdir down",43,3,0,2,0,NA,NA
77,"vorinostat homo sapiens gpl571 gse18544 chdir down",43,3,0,1,0,NA,NA
77,"probucol mus musculus gpl9526 gds3619 chdir down",43,3,0,1,0,NA,NA
77,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",43,3,0,1,0,NA,NA
77,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",43,3,0,3,0,NA,NA
77,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",43,3,0,3,0,NA,NA
77,"deferasirox homo sapiens gpl570 gds3558 chdir down",43,3,0,1,0,NA,NA
78,"prednisolone homo sapiens gpl570 gse32962 chdir down",29,3,0,9,2,1.91059650170003e-05,0.00666798179093311
78,"ethanol homo sapiens gpl96 gds2767 chdir down",29,3,0,5,1,7.81238951572665e-05,0.0181768262732574
78,"doxorubicin mus musculus gpl8321 gse17115 chdir down",29,3,0,2,0,0.0158465022518242,1
78,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",29,3,0,2,0,NA,NA
78,"celecoxib homo sapiens gpl8300 gse11237 chdir down",29,3,0,1,0,NA,NA
78,"letrozole homo sapiens gpl3921 gse33366 chdir down",29,3,0,2,0,NA,NA
78,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",29,3,0,1,1,NA,NA
78,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",29,3,0,1,0,NA,NA
78,"enzalutamide homo sapiens gpl570 gse44905 chdir down",29,3,0,3,0,NA,NA
78,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",29,3,0,1,0,NA,NA
78,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",29,3,0,2,0,NA,NA
78,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",29,3,0,2,0,NA,NA
78,"valproic acid homo sapiens gpl570 gse14973 chdir down",29,3,0,5,0,0.000538005869403941,0.0938820242109877
78,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",29,3,0,1,0,NA,NA
78,"dexamethasone mus musculus gpl339 gse2342 chdir down",29,3,0,2,0,0.042260571536044,1
78,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",29,3,0,2,0,NA,NA
78,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",29,3,0,1,0,NA,NA
78,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",29,3,0,1,0,NA,NA
78,"estradiol homo sapiens gpl6947 gse27375 chdir down",29,3,0,2,0,NA,NA
78,"deferasirox homo sapiens gpl570 gds3558 chdir down",29,3,0,4,1,NA,NA
79,"prednisolone homo sapiens gpl570 gse32962 chdir down",41,4,0,4,0,NA,NA
79,"ethanol homo sapiens gpl96 gds2767 chdir down",41,4,0,13,1,8.86514145217253e-13,6.18786873361643e-10
79,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",41,4,0,5,1,2.89023737198509e-05,0.00672461895215199
79,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",41,4,0,1,0,NA,NA
79,"celecoxib homo sapiens gpl8300 gse11237 chdir down",41,4,0,1,0,NA,NA
79,"decitabine homo sapiens gpl96 gse19610 chdir down",41,4,0,1,0,NA,NA
79,"letrozole homo sapiens gpl3921 gse33366 chdir down",41,4,0,2,1,NA,NA
79,"enzalutamide homo sapiens gpl570 gse44905 chdir down",41,4,0,3,0,NA,NA
79,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",41,4,0,3,0,NA,NA
79,"valproic acid homo sapiens gpl570 gse14973 chdir down",41,4,0,1,0,NA,NA
79,"captopril mus musculus gpl1261 gds3683 chdir down",41,4,0,2,1,NA,NA
79,"vorinostat homo sapiens gpl571 gse18544 chdir down",41,4,0,4,0,0.00852874348005386,0.850437564153942
79,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",41,4,0,1,0,NA,NA
79,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",41,4,0,1,0,NA,NA
79,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",41,4,0,5,1,NA,NA
79,"estradiol homo sapiens gpl6947 gse27375 chdir down",41,4,0,2,1,NA,NA
79,"deferasirox homo sapiens gpl570 gds3558 chdir down",41,4,0,2,0,NA,NA
80,"prednisolone homo sapiens gpl570 gse32962 chdir down",30,4,0,4,0,0.0362305676406021,0.936627267153342
80,"ethanol homo sapiens gpl96 gds2767 chdir down",30,4,0,3,1,0.0111800231448258,0.867072906120933
80,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",30,4,0,1,0,NA,NA
80,"doxorubicin mus musculus gpl8321 gse17115 chdir down",30,4,0,1,0,NA,NA
80,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",30,4,0,2,0,NA,NA
80,"decitabine homo sapiens gpl96 gse19610 chdir down",30,4,0,1,0,NA,NA
80,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",30,4,0,2,0,0.0435282605444217,1
80,"enzalutamide homo sapiens gpl570 gse44905 chdir down",30,4,0,1,0,NA,NA
80,"valproic acid mus musculus gpl6885 gse41020 chdir down",30,4,0,1,0,NA,NA
80,"dexamethasone mus musculus gpl339 gse2342 chdir down",30,4,0,1,0,NA,NA
80,"captopril mus musculus gpl1261 gds3683 chdir down",30,4,0,2,0,NA,NA
80,"vorinostat homo sapiens gpl571 gse18544 chdir down",30,4,0,1,0,NA,NA
80,"probucol mus musculus gpl9526 gds3619 chdir down",30,4,0,1,0,NA,NA
80,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",30,4,0,1,0,NA,NA
80,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",30,4,0,1,0,NA,NA
80,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",30,4,0,1,0,NA,NA
80,"deferasirox homo sapiens gpl570 gds3558 chdir down",30,4,0,1,0,NA,NA
81,"prednisolone homo sapiens gpl570 gse32962 chdir down",29,3,0,4,0,0.0324494504772695,1
81,"ethanol homo sapiens gpl96 gds2767 chdir down",29,3,0,4,1,0.00101412658467054,0.353930178050018
81,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",29,3,0,3,1,0.00206871439141793,0.481320881736573
81,"doxorubicin mus musculus gpl8321 gse17115 chdir down",29,3,0,1,0,NA,NA
81,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",29,3,0,2,0,NA,NA
81,"decitabine homo sapiens gpl96 gse19610 chdir down",29,3,0,1,0,NA,NA
81,"letrozole homo sapiens gpl3921 gse33366 chdir down",29,3,0,1,1,NA,NA
81,"enzalutamide homo sapiens gpl570 gse44905 chdir down",29,3,0,2,0,NA,NA
81,"valproic acid mus musculus gpl6885 gse41020 chdir down",29,3,0,1,0,NA,NA
81,"dexamethasone mus musculus gpl339 gse2342 chdir down",29,3,0,1,0,NA,NA
81,"celecoxib homo sapiens gpl8300 gds3384 chdir down",29,3,0,1,0,NA,NA
81,"vorinostat homo sapiens gpl571 gse18544 chdir down",29,3,0,1,0,NA,NA
81,"probucol mus musculus gpl9526 gds3619 chdir down",29,3,0,1,0,NA,NA
81,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",29,3,0,2,0,NA,NA
81,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",29,3,0,1,0,NA,NA
81,"estradiol homo sapiens gpl6947 gse27375 chdir down",29,3,0,1,1,NA,NA
81,"deferasirox homo sapiens gpl570 gds3558 chdir down",29,3,0,4,0,NA,NA
82,"prednisolone homo sapiens gpl570 gse32962 chdir down",30,4,0,5,0,0.00787222371228072,0.915802025195324
82,"ethanol homo sapiens gpl96 gds2767 chdir down",30,4,0,4,1,0.00115590688597527,0.403411503205369
82,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",30,4,0,2,0,0.028505412077015,1
82,"doxorubicin mus musculus gpl8321 gse17115 chdir down",30,4,0,1,0,NA,NA
82,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",30,4,0,2,0,NA,NA
82,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",30,4,0,1,0,NA,NA
82,"enzalutamide homo sapiens gpl570 gse44905 chdir down",30,4,0,2,0,NA,NA
82,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",30,4,0,1,0,NA,NA
82,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",30,4,0,1,0,NA,NA
82,"dexamethasone homo sapiens gpl570 gse37474 chdir down",30,4,0,1,0,NA,NA
82,"dexamethasone mus musculus gpl339 gse2342 chdir down",30,4,0,1,0,NA,NA
82,"celecoxib homo sapiens gpl8300 gds3384 chdir down",30,4,0,2,0,NA,NA
82,"probucol mus musculus gpl9526 gds3619 chdir down",30,4,0,1,0,NA,NA
82,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",30,4,0,2,0,0.00751806696063408,1
82,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",30,4,0,1,0,NA,NA
83,"prednisolone homo sapiens gpl570 gse32962 chdir down",21,4,0,2,1,NA,NA
83,"letrozole homo sapiens gpl3921 gse33366 chdir down",21,4,0,1,0,NA,NA
83,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",21,4,0,1,0,NA,NA
83,"dexamethasone mus musculus gpl339 gse2342 chdir down",21,4,0,1,0,NA,NA
83,"captopril mus musculus gpl1261 gds3683 chdir down",21,4,0,1,0,NA,NA
83,"vorinostat homo sapiens gpl571 gse18544 chdir down",21,4,0,2,1,NA,NA
83,"probucol mus musculus gpl9526 gds3619 chdir down",21,4,0,1,0,NA,NA
83,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",21,4,0,1,0,NA,NA
83,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",21,4,0,1,0,NA,NA
83,"estradiol homo sapiens gpl6947 gse27375 chdir down",21,4,0,1,0,NA,NA
83,"deferasirox homo sapiens gpl570 gds3558 chdir down",21,4,0,3,1,NA,NA
84,"prednisolone homo sapiens gpl570 gse32962 chdir down",43,3,0,1,0,NA,NA
84,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",43,3,0,1,0,NA,NA
84,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",43,3,0,1,0,NA,NA
84,"enzalutamide homo sapiens gpl570 gse44905 chdir down",43,3,0,4,0,0.0479624158089945,0.539963971527067
84,"valproic acid mus musculus gpl6885 gse41020 chdir down",43,3,0,1,0,NA,NA
84,"vorinostat homo sapiens gpl6884 gse46703 chdir down",43,3,0,1,0,NA,NA
84,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",43,3,0,4,0,0.0231002910949777,0.343063897538179
84,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",43,3,0,1,0,NA,NA
84,"captopril mus musculus gpl1261 gds3683 chdir down",43,3,0,2,0,NA,NA
84,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",43,3,0,2,0,NA,NA
84,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",43,3,0,3,0,NA,NA
84,"estradiol homo sapiens gpl6947 gse27375 chdir down",43,3,0,2,0,NA,NA
84,"deferasirox homo sapiens gpl570 gds3558 chdir down",43,3,0,4,1,NA,NA
92,"prednisolone homo sapiens gpl570 gse32962 chdir down",45,4,0,13,0,2.59463612751863e-08,9.05528008504001e-06
92,"ethanol homo sapiens gpl96 gds2767 chdir down",45,4,0,3,0,0.0329597624359186,1
92,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",45,4,0,1,0,NA,NA
92,"doxorubicin mus musculus gpl8321 gse17115 chdir down",45,4,0,1,0,NA,NA
92,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",45,4,0,4,0,0.0126250142667722,0.734354996517247
92,"decitabine homo sapiens gpl96 gse19610 chdir down",45,4,0,3,0,0.00204421211571415,0.237810009461413
92,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",45,4,0,1,0,NA,NA
92,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",45,4,0,1,0,NA,NA
92,"enzalutamide homo sapiens gpl570 gse44905 chdir down",45,4,0,4,0,NA,NA
92,"valproic acid mus musculus gpl6885 gse41020 chdir down",45,4,0,2,0,NA,NA
92,"valproic acid homo sapiens gpl570 gse14973 chdir down",45,4,0,1,0,NA,NA
92,"dexamethasone mus musculus gpl339 gse2342 chdir down",45,4,0,2,0,NA,NA
92,"celecoxib homo sapiens gpl8300 gds3384 chdir down",45,4,0,1,0,NA,NA
92,"vorinostat homo sapiens gpl571 gse18544 chdir down",45,4,0,1,0,NA,NA
92,"probucol mus musculus gpl9526 gds3619 chdir down",45,4,0,1,0,NA,NA
92,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",45,4,0,1,0,NA,NA
92,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",45,4,0,1,0,NA,NA
93,"prednisolone homo sapiens gpl570 gse32962 chdir down",59,3,0,10,0,0.000164694421267758,0.0287391765112237
93,"ethanol homo sapiens gpl96 gds2767 chdir down",59,3,0,6,1,0.000308910534573107,0.0431239106264057
93,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",59,3,0,3,0,0.0151894080748095,0.815554372016692
93,"doxorubicin mus musculus gpl8321 gse17115 chdir down",59,3,0,1,0,NA,NA
93,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",59,3,0,1,0,NA,NA
93,"celecoxib homo sapiens gpl8300 gse11237 chdir down",59,3,0,2,0,0.0261168234700433,1
93,"decitabine homo sapiens gpl96 gse19610 chdir down",59,3,0,2,0,0.0432418216043468,1
93,"letrozole homo sapiens gpl3921 gse33366 chdir down",59,3,0,3,0,NA,NA
93,"enzalutamide homo sapiens gpl570 gse44905 chdir down",59,3,0,2,0,NA,NA
93,"valproic acid mus musculus gpl6885 gse41020 chdir down",59,3,0,2,0,NA,NA
93,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",59,3,0,3,0,NA,NA
93,"valproic acid homo sapiens gpl570 gse14973 chdir down",59,3,0,2,0,NA,NA
93,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",59,3,0,1,0,NA,NA
93,"dexamethasone mus musculus gpl339 gse2342 chdir down",59,3,0,1,0,NA,NA
93,"captopril mus musculus gpl1261 gds3683 chdir down",59,3,0,2,1,NA,NA
93,"vorinostat homo sapiens gpl571 gse18544 chdir down",59,3,0,1,0,NA,NA
93,"probucol mus musculus gpl9526 gds3619 chdir down",59,3,0,1,0,NA,NA
93,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",59,3,0,2,0,NA,NA
93,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",59,3,0,6,0,NA,NA
93,"estradiol homo sapiens gpl6947 gse27375 chdir down",59,3,0,1,0,NA,NA
93,"deferasirox homo sapiens gpl570 gds3558 chdir down",59,3,0,4,0,NA,NA
