"modules","drugs","module_size","DEG_up","DEG_down","drug_module_genes","DE_drug","p_value","adjusted_pvalue"
50,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",40,3,0,1,1,NA,NA
50,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",40,3,0,1,0,NA,NA
50,"enzalutamide homo sapiens gpl570 gse44905 chdir down",40,3,0,3,0,NA,NA
50,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",40,3,0,1,0,NA,NA
50,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",40,3,0,1,0,NA,NA
50,"captopril mus musculus gpl1261 gds3683 chdir down",40,3,0,1,1,NA,NA
50,"vorinostat homo sapiens gpl571 gse18544 chdir down",40,3,0,3,0,NA,NA
50,"probucol mus musculus gpl9526 gds3619 chdir down",40,3,0,1,0,NA,NA
50,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",40,3,0,4,0,NA,NA
50,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",40,3,0,3,0,NA,NA
50,"estradiol homo sapiens gpl6947 gse27375 chdir down",40,3,0,1,0,NA,NA
50,"deferasirox homo sapiens gpl570 gds3558 chdir down",40,3,0,2,1,NA,NA
52,"prednisolone homo sapiens gpl570 gse32962 chdir down",73,4,0,9,2,0.00354258087589422,0.130143234282851
52,"ethanol homo sapiens gpl96 gds2767 chdir down",73,4,0,6,1,0.000972859414364367,0.0452703914150886
52,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",73,4,0,2,0,NA,NA
52,"doxorubicin mus musculus gpl8321 gse17115 chdir down",73,4,0,1,0,NA,NA
52,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",73,4,0,6,0,0.0035238435621168,0.136646822575418
52,"celecoxib homo sapiens gpl8300 gse11237 chdir down",73,4,0,4,0,0.000264507378222436,0.0167841954544782
52,"letrozole homo sapiens gpl3921 gse33366 chdir down",73,4,0,2,0,NA,NA
52,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",73,4,0,1,0,NA,NA
52,"enzalutamide homo sapiens gpl570 gse44905 chdir down",73,4,0,6,0,0.029285275475987,0.659391041362545
52,"imatinib homo sapiens gpl201 gds838 chdir down",73,4,0,2,0,NA,NA
52,"valproic acid mus musculus gpl6885 gse41020 chdir down",73,4,0,2,1,NA,NA
52,"vorinostat homo sapiens gpl6884 gse46703 chdir down",73,4,0,3,0,0.000305477857324465,0.0177686287010397
52,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",73,4,0,1,0,NA,NA
52,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",73,4,0,2,0,NA,NA
52,"dexamethasone homo sapiens gpl570 gse37474 chdir down",73,4,0,2,0,NA,NA
52,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",73,4,0,3,0,NA,NA
52,"valproic acid homo sapiens gpl570 gse14973 chdir down",73,4,0,13,1,1.45653737136124e-08,5.08331542605072e-06
52,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",73,4,0,5,0,0.0135917886385934,0.364887248836086
52,"dexamethasone mus musculus gpl339 gse2342 chdir down",73,4,0,7,0,1.85453238628006e-05,0.00184923372231926
52,"celecoxib homo sapiens gpl8300 gds3384 chdir down",73,4,0,1,1,NA,NA
52,"captopril mus musculus gpl1261 gds3683 chdir down",73,4,0,9,0,0.0343409626813388,0.726363392471954
52,"vorinostat homo sapiens gpl571 gse18544 chdir down",73,4,0,1,0,NA,NA
52,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",73,4,0,1,0,NA,NA
52,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",73,4,0,2,0,NA,NA
52,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",73,4,0,1,0,NA,NA
52,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",73,4,0,2,0,NA,NA
52,"estradiol homo sapiens gpl6947 gse27375 chdir down",73,4,0,2,0,NA,NA
52,"deferasirox homo sapiens gpl570 gds3558 chdir down",73,4,0,4,0,NA,NA
53,"prednisolone homo sapiens gpl570 gse32962 chdir down",38,4,0,5,0,0.0210415140182484,1
53,"doxorubicin mus musculus gpl8321 gse17115 chdir down",38,4,0,1,0,NA,NA
53,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",38,4,0,1,0,NA,NA
53,"letrozole homo sapiens gpl3921 gse33366 chdir down",38,4,0,1,0,NA,NA
53,"enzalutamide homo sapiens gpl570 gse44905 chdir down",38,4,0,5,0,0.00692277760594573,1
53,"imatinib homo sapiens gpl201 gds838 chdir down",38,4,0,1,0,NA,NA
53,"vorinostat homo sapiens gpl6884 gse46703 chdir down",38,4,0,1,0,NA,NA
53,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",38,4,0,1,0,NA,NA
53,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",38,4,0,1,0,NA,NA
53,"valproic acid homo sapiens gpl570 gse14973 chdir down",38,4,0,4,0,0.0120799342440171,1
53,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",38,4,0,1,0,NA,NA
53,"dexamethasone mus musculus gpl339 gse2342 chdir down",38,4,0,2,0,NA,NA
53,"captopril mus musculus gpl1261 gds3683 chdir down",38,4,0,2,0,NA,NA
53,"vorinostat homo sapiens gpl571 gse18544 chdir down",38,4,0,1,0,NA,NA
53,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",38,4,0,6,0,0.0307034203021821,1
53,"deferasirox homo sapiens gpl570 gds3558 chdir down",38,4,0,2,0,NA,NA
54,"prednisolone homo sapiens gpl570 gse32962 chdir down",79,4,0,14,0,5.00782638031956e-06,0.000873865703365763
54,"ethanol homo sapiens gpl96 gds2767 chdir down",79,4,0,19,2,1.02465349363235e-17,7.1520813855538e-15
54,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",79,4,0,8,1,4.69911312276173e-07,0.000163999047984384
54,"doxorubicin mus musculus gpl8321 gse17115 chdir down",79,4,0,2,0,NA,NA
54,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",79,4,0,4,0,NA,NA
54,"celecoxib homo sapiens gpl8300 gse11237 chdir down",79,4,0,2,0,0.0445456160359435,1
54,"decitabine homo sapiens gpl96 gse19610 chdir down",79,4,0,2,0,NA,NA
54,"letrozole homo sapiens gpl3921 gse33366 chdir down",79,4,0,4,1,NA,NA
54,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",79,4,0,2,0,NA,NA
54,"enzalutamide homo sapiens gpl570 gse44905 chdir down",79,4,0,3,0,NA,NA
54,"imatinib homo sapiens gpl201 gds838 chdir down",79,4,0,1,0,NA,NA
54,"valproic acid mus musculus gpl6885 gse41020 chdir down",79,4,0,1,0,NA,NA
54,"dexamethasone homo sapiens gpl570 gse37474 chdir down",79,4,0,1,0,NA,NA
54,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",79,4,0,3,0,NA,NA
54,"valproic acid homo sapiens gpl570 gse14973 chdir down",79,4,0,1,0,NA,NA
54,"dexamethasone mus musculus gpl339 gse2342 chdir down",79,4,0,2,0,NA,NA
54,"celecoxib homo sapiens gpl8300 gds3384 chdir down",79,4,0,2,0,NA,NA
54,"captopril mus musculus gpl1261 gds3683 chdir down",79,4,0,2,1,NA,NA
54,"vorinostat homo sapiens gpl571 gse18544 chdir down",79,4,0,3,0,NA,NA
54,"probucol mus musculus gpl9526 gds3619 chdir down",79,4,0,1,0,NA,NA
54,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",79,4,0,3,0,0.0049545299112148,0.576376979671321
54,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",79,4,0,4,0,NA,NA
54,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",79,4,0,2,0,NA,NA
54,"estradiol homo sapiens gpl6947 gse27375 chdir down",79,4,0,3,1,NA,NA
54,"deferasirox homo sapiens gpl570 gds3558 chdir down",79,4,0,8,0,NA,NA
55,"prednisolone homo sapiens gpl570 gse32962 chdir down",47,3,0,5,1,0.0473077480018162,1
55,"ethanol homo sapiens gpl96 gds2767 chdir down",47,3,0,1,0,NA,NA
55,"doxorubicin mus musculus gpl8321 gse17115 chdir down",47,3,0,3,0,0.00376506644324785,0.5256032754774
55,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",47,3,0,2,0,NA,NA
55,"letrozole homo sapiens gpl3921 gse33366 chdir down",47,3,0,4,0,0.0147699441271844,1
55,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",47,3,0,1,0,NA,NA
55,"enzalutamide homo sapiens gpl570 gse44905 chdir down",47,3,0,7,0,0.000687019662073634,0.479539724127396
55,"imatinib homo sapiens gpl201 gds838 chdir down",47,3,0,1,0,NA,NA
55,"vorinostat homo sapiens gpl6884 gse46703 chdir down",47,3,0,1,0,NA,NA
55,"dexamethasone homo sapiens gpl570 gse37474 chdir down",47,3,0,3,0,0.0115653119162109,0.896954190835024
55,"valproic acid homo sapiens gpl570 gse14973 chdir down",47,3,0,4,0,0.0247470190996389,1
55,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",47,3,0,1,0,NA,NA
55,"dexamethasone mus musculus gpl339 gse2342 chdir down",47,3,0,3,0,0.0160250130227098,1
55,"celecoxib homo sapiens gpl8300 gds3384 chdir down",47,3,0,1,0,NA,NA
55,"captopril mus musculus gpl1261 gds3683 chdir down",47,3,0,3,0,NA,NA
55,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",47,3,0,1,0,NA,NA
55,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",47,3,0,3,0,NA,NA
55,"estradiol homo sapiens gpl6947 gse27375 chdir down",47,3,0,1,0,NA,NA
55,"deferasirox homo sapiens gpl570 gds3558 chdir down",47,3,0,1,0,NA,NA
56,"prednisolone homo sapiens gpl570 gse32962 chdir down",55,4,0,14,1,4.49392934471385e-08,3.13676268261027e-05
56,"ethanol homo sapiens gpl96 gds2767 chdir down",55,4,0,2,0,NA,NA
56,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",55,4,0,1,0,NA,NA
56,"doxorubicin mus musculus gpl8321 gse17115 chdir down",55,4,0,5,0,3.21271085745216e-05,0.00560618044625402
56,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",55,4,0,6,0,0.000112890599169661,0.0131329397034039
56,"celecoxib homo sapiens gpl8300 gse11237 chdir down",55,4,0,1,0,NA,NA
56,"letrozole homo sapiens gpl3921 gse33366 chdir down",55,4,0,1,0,NA,NA
56,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",55,4,0,1,0,NA,NA
56,"enzalutamide homo sapiens gpl570 gse44905 chdir down",55,4,0,10,0,8.36563076098374e-06,0.00194640342372222
56,"valproic acid mus musculus gpl6885 gse41020 chdir down",55,4,0,1,1,NA,NA
56,"dexamethasone homo sapiens gpl570 gse37474 chdir down",55,4,0,3,0,0.0176580617409629,0.821688473012806
56,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",55,4,0,1,0,NA,NA
56,"valproic acid homo sapiens gpl570 gse14973 chdir down",55,4,0,5,1,0.00954625652036292,0.512560542401024
56,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",55,4,0,1,0,NA,NA
56,"dexamethasone mus musculus gpl339 gse2342 chdir down",55,4,0,3,0,0.024285502670387,0.847564043196507
56,"captopril mus musculus gpl1261 gds3683 chdir down",55,4,0,3,0,NA,NA
56,"vorinostat homo sapiens gpl571 gse18544 chdir down",55,4,0,2,0,NA,NA
56,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",55,4,0,4,0,NA,NA
56,"estradiol homo sapiens gpl6947 gse27375 chdir down",55,4,0,1,0,NA,NA
60,"prednisolone homo sapiens gpl570 gse32962 chdir down",22,3,0,6,3,0.000232969930156144,0.0542043370829962
60,"ethanol homo sapiens gpl96 gds2767 chdir down",22,3,0,4,1,0.000340347086574679,0.0593905666072815
60,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",22,3,0,1,0,NA,NA
60,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",22,3,0,2,1,0.0244863255080707,1
60,"enzalutamide homo sapiens gpl570 gse44905 chdir down",22,3,0,2,0,NA,NA
60,"imatinib homo sapiens gpl201 gds838 chdir down",22,3,0,1,0,NA,NA
60,"valproic acid mus musculus gpl6885 gse41020 chdir down",22,3,0,1,1,NA,NA
60,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",22,3,0,1,0,NA,NA
60,"valproic acid homo sapiens gpl570 gse14973 chdir down",22,3,0,2,1,NA,NA
60,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",22,3,0,1,0,NA,NA
60,"celecoxib homo sapiens gpl8300 gds3384 chdir down",22,3,0,2,0,0.04723062011089,1
60,"captopril mus musculus gpl1261 gds3683 chdir down",22,3,0,2,0,NA,NA
60,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",22,3,0,1,0,NA,NA
60,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",22,3,0,2,0,NA,NA
60,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",22,3,0,5,0,0.00196054307875501,0.195494152710142
60,"estradiol homo sapiens gpl6947 gse27375 chdir down",22,3,0,1,0,NA,NA
60,"deferasirox homo sapiens gpl570 gds3558 chdir down",22,3,0,4,1,NA,NA
62,"prednisolone homo sapiens gpl570 gse32962 chdir down",49,3,0,4,0,NA,NA
62,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",49,3,0,1,0,NA,NA
62,"doxorubicin mus musculus gpl8321 gse17115 chdir down",49,3,0,3,0,0.0042369226016802,0.739342993993196
62,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",49,3,0,2,0,NA,NA
62,"letrozole homo sapiens gpl3921 gse33366 chdir down",49,3,0,1,0,NA,NA
62,"enzalutamide homo sapiens gpl570 gse44905 chdir down",49,3,0,3,0,NA,NA
62,"valproic acid mus musculus gpl6885 gse41020 chdir down",49,3,0,1,0,NA,NA
62,"vorinostat homo sapiens gpl6884 gse46703 chdir down",49,3,0,1,0,NA,NA
62,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",49,3,0,1,0,NA,NA
62,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",49,3,0,1,0,NA,NA
62,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",49,3,0,2,0,NA,NA
62,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",49,3,0,1,0,NA,NA
62,"dexamethasone mus musculus gpl339 gse2342 chdir down",49,3,0,2,0,NA,NA
62,"celecoxib homo sapiens gpl8300 gds3384 chdir down",49,3,0,1,0,NA,NA
62,"captopril mus musculus gpl1261 gds3683 chdir down",49,3,0,2,0,NA,NA
62,"probucol mus musculus gpl9526 gds3619 chdir down",49,3,0,1,0,NA,NA
62,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",49,3,0,6,0,NA,NA
62,"estradiol homo sapiens gpl6947 gse27375 chdir down",49,3,0,1,0,NA,NA
62,"deferasirox homo sapiens gpl570 gds3558 chdir down",49,3,0,2,0,NA,NA
64,"prednisolone homo sapiens gpl570 gse32962 chdir down",65,5,0,13,2,1.52931760078715e-05,0.00118607076149937
64,"ethanol homo sapiens gpl96 gds2767 chdir down",65,5,0,7,1,6.74306581824168e-05,0.00470665994113269
64,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",65,5,0,3,0,0.0196459024896842,0.489744283492842
64,"doxorubicin mus musculus gpl8321 gse17115 chdir down",65,5,0,2,0,NA,NA
64,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",65,5,0,5,0,0.00995478599885133,0.30210611422601
64,"celecoxib homo sapiens gpl8300 gse11237 chdir down",65,5,0,5,0,8.32149198978978e-06,0.000726050176109159
64,"letrozole homo sapiens gpl3921 gse33366 chdir down",65,5,0,5,0,0.0100547215324058,0.292424817900801
64,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",65,5,0,3,0,NA,NA
64,"enzalutamide homo sapiens gpl570 gse44905 chdir down",65,5,0,5,0,NA,NA
64,"imatinib homo sapiens gpl201 gds838 chdir down",65,5,0,3,0,0.0138045970340691,0.370600335760779
64,"valproic acid mus musculus gpl6885 gse41020 chdir down",65,5,0,7,2,4.81272223481687e-06,0.000559880019983696
64,"vorinostat homo sapiens gpl6884 gse46703 chdir down",65,5,0,3,0,0.000216665237937355,0.0137483941891158
64,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",65,5,0,1,0,NA,NA
64,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",65,5,0,1,0,NA,NA
64,"dexamethasone homo sapiens gpl570 gse37474 chdir down",65,5,0,1,0,NA,NA
64,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",65,5,0,2,0,NA,NA
64,"valproic acid homo sapiens gpl570 gse14973 chdir down",65,5,0,5,1,0.0187339938470674,0.484308433527892
64,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",65,5,0,2,1,NA,NA
64,"dexamethasone mus musculus gpl339 gse2342 chdir down",65,5,0,3,0,0.0372753049117062,0.7884291766173
64,"celecoxib homo sapiens gpl8300 gds3384 chdir down",65,5,0,1,0,NA,NA
64,"captopril mus musculus gpl1261 gds3683 chdir down",65,5,0,12,1,0.000459052349853388,0.0213612360131777
64,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",65,5,0,1,0,NA,NA
64,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",65,5,0,1,0,NA,NA
64,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",65,5,0,3,0,NA,NA
64,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",65,5,0,4,1,NA,NA
64,"estradiol homo sapiens gpl6947 gse27375 chdir down",65,5,0,2,0,NA,NA
64,"deferasirox homo sapiens gpl570 gds3558 chdir down",65,5,0,4,0,NA,NA
65,"prednisolone homo sapiens gpl570 gse32962 chdir down",62,4,0,17,2,3.95068043404603e-09,9.1919164765471e-07
65,"ethanol homo sapiens gpl96 gds2767 chdir down",62,4,0,7,1,4.95721837579591e-05,0.00288344868858795
65,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",62,4,0,4,0,0.00217270803931376,0.0689341005200457
65,"doxorubicin mus musculus gpl8321 gse17115 chdir down",62,4,0,4,0,0.000773542353017933,0.0317607389650893
65,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",62,4,0,6,0,0.00153066075367416,0.0508762479078363
65,"celecoxib homo sapiens gpl8300 gse11237 chdir down",62,4,0,7,0,7.92673309153964e-09,1.10657193957893e-06
65,"letrozole homo sapiens gpl3921 gse33366 chdir down",62,4,0,1,0,NA,NA
65,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",62,4,0,3,0,0.031609083343275,0.424291157184729
65,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",62,4,0,3,0,NA,NA
65,"enzalutamide homo sapiens gpl570 gse44905 chdir down",62,4,0,5,1,0.0480394902580827,0.598777932145388
65,"imatinib homo sapiens gpl201 gds838 chdir down",62,4,0,2,0,NA,NA
65,"valproic acid mus musculus gpl6885 gse41020 chdir down",62,4,0,4,2,0.00389190099631971,0.0936740308769365
65,"vorinostat homo sapiens gpl6884 gse46703 chdir down",62,4,0,2,0,0.00556618995090701,0.117733351082821
65,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",62,4,0,4,0,0.00226086897742391,0.0686124585322561
65,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",62,4,0,4,0,0.00349975316199372,0.0872438466811291
65,"dexamethasone homo sapiens gpl570 gse37474 chdir down",62,4,0,4,1,0.00344294233035283,0.0890064350587508
65,"valproic acid homo sapiens gpl570 gse14973 chdir down",62,4,0,4,1,NA,NA
65,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",62,4,0,1,1,NA,NA
65,"dexamethasone mus musculus gpl339 gse2342 chdir down",62,4,0,3,0,0.0330701168306115,0.435527199014468
65,"celecoxib homo sapiens gpl8300 gds3384 chdir down",62,4,0,1,0,NA,NA
65,"captopril mus musculus gpl1261 gds3683 chdir down",62,4,0,8,1,0.0141212719369708,0.229224367721061
65,"probucol mus musculus gpl9526 gds3619 chdir down",62,4,0,1,0,NA,NA
65,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",62,4,0,1,0,NA,NA
65,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",62,4,0,3,0,0.0109345608098483,0.195700601160875
65,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",62,4,0,3,0,NA,NA
65,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",62,4,0,3,0,NA,NA
65,"deferasirox homo sapiens gpl570 gds3558 chdir down",62,4,0,6,0,NA,NA
68,"prednisolone homo sapiens gpl570 gse32962 chdir down",53,3,0,16,0,3.00135147278227e-09,1.04747166400101e-06
68,"ethanol homo sapiens gpl96 gds2767 chdir down",53,3,0,7,1,1.75150280934675e-05,0.00305637240231007
68,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",53,3,0,5,1,0.000101636228599756,0.0118236812604383
68,"doxorubicin mus musculus gpl8321 gse17115 chdir down",53,3,0,1,0,NA,NA
68,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",53,3,0,4,0,0.0219023321802408,1
68,"decitabine homo sapiens gpl96 gse19610 chdir down",53,3,0,2,0,0.0355839025721017,1
68,"letrozole homo sapiens gpl3921 gse33366 chdir down",53,3,0,1,1,NA,NA
68,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",53,3,0,2,0,NA,NA
68,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",53,3,0,1,0,NA,NA
68,"enzalutamide homo sapiens gpl570 gse44905 chdir down",53,3,0,5,0,0.026827513935506,1
68,"valproic acid mus musculus gpl6885 gse41020 chdir down",53,3,0,2,0,NA,NA
68,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",53,3,0,2,0,NA,NA
68,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",53,3,0,1,0,NA,NA
68,"dexamethasone homo sapiens gpl570 gse37474 chdir down",53,3,0,1,0,NA,NA
68,"dexamethasone mus musculus gpl339 gse2342 chdir down",53,3,0,2,0,NA,NA
68,"celecoxib homo sapiens gpl8300 gds3384 chdir down",53,3,0,2,0,NA,NA
68,"vorinostat homo sapiens gpl571 gse18544 chdir down",53,3,0,1,0,NA,NA
68,"probucol mus musculus gpl9526 gds3619 chdir down",53,3,0,1,0,NA,NA
68,"cyclophosphamide mus musculus gpl13209 gse27422 chdir down",53,3,0,1,0,NA,NA
68,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",53,3,0,1,0,NA,NA
68,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",53,3,0,1,0,NA,NA
68,"estradiol homo sapiens gpl6947 gse27375 chdir down",53,3,0,2,1,NA,NA
68,"deferasirox homo sapiens gpl570 gds3558 chdir down",53,3,0,1,0,NA,NA
69,"prednisolone homo sapiens gpl570 gse32962 chdir down",66,4,0,13,3,3.19671914908525e-06,0.000446261993212301
69,"ethanol homo sapiens gpl96 gds2767 chdir down",66,4,0,6,1,0.000568678404866099,0.0233492662703846
69,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",66,4,0,2,0,NA,NA
69,"doxorubicin mus musculus gpl8321 gse17115 chdir down",66,4,0,2,0,NA,NA
69,"rosiglitazone homo sapiens gpl570 gds2453 chdir down",66,4,0,7,0,0.000358413153218767,0.01667815872978
69,"celecoxib homo sapiens gpl8300 gse11237 chdir down",66,4,0,3,0,0.00279509586715458,0.0812907048030792
69,"decitabine homo sapiens gpl96 gse19610 chdir down",66,4,0,1,0,NA,NA
69,"letrozole homo sapiens gpl3921 gse33366 chdir down",66,4,0,2,0,NA,NA
69,"isotretinoin homo sapiens gpl8300 gds3215 chdir down",66,4,0,1,0,NA,NA
69,"enzalutamide homo sapiens gpl570 gse44905 chdir down",66,4,0,8,0,0.00117827517063479,0.0432861089001624
69,"imatinib homo sapiens gpl201 gds838 chdir down",66,4,0,2,0,NA,NA
69,"valproic acid mus musculus gpl6885 gse41020 chdir down",66,4,0,4,1,0.00486989305113261,0.135967413987623
69,"vorinostat homo sapiens gpl6884 gse46703 chdir down",66,4,0,3,0,0.000226702539060091,0.0113027408759959
69,"cyclophosphamide mus musculus gpl13209 gse27423 chdir down",66,4,0,1,0,NA,NA
69,"cyclophosphamide mus musculus gpl13209 gds4005 chdir down",66,4,0,2,0,0.041622735023766,0.726316726164716
69,"dexamethasone homo sapiens gpl570 gse37474 chdir down",66,4,0,3,0,0.0284510080327513,0.584082459025307
69,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",66,4,0,1,0,NA,NA
69,"valproic acid homo sapiens gpl570 gse14973 chdir down",66,4,0,12,1,4.12104331106874e-08,9.58829410375326e-06
69,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",66,4,0,1,0,NA,NA
69,"dexamethasone mus musculus gpl339 gse2342 chdir down",66,4,0,4,0,0.00662145756964325,0.17117694013374
69,"captopril mus musculus gpl1261 gds3683 chdir down",66,4,0,12,0,0.000525533738803743,0.0229264093553133
69,"cyclophosphamide mus musculus gpl13209 gds4004 chdir down",66,4,0,1,0,NA,NA
69,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",66,4,0,3,0,NA,NA
69,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",66,4,0,4,0,NA,NA
69,"deferasirox homo sapiens gpl570 gds3558 chdir down",66,4,0,4,0,NA,NA
70,"prednisolone homo sapiens gpl570 gse32962 chdir down",57,3,0,5,0,NA,NA
70,"ethanol homo sapiens gpl96 gds2767 chdir down",57,3,0,12,1,6.35289557904817e-11,4.43432111417562e-08
70,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",57,3,0,2,1,NA,NA
70,"doxorubicin mus musculus gpl8321 gse17115 chdir down",57,3,0,1,0,NA,NA
70,"decitabine homo sapiens gpl96 gse19610 chdir down",57,3,0,1,0,NA,NA
70,"letrozole homo sapiens gpl3921 gse33366 chdir down",57,3,0,4,1,0.0279865920320269,0.221984559526759
70,"dexamethasone homo sapiens gpl3921 gse28896 chdir down",57,3,0,2,0,NA,NA
70,"enzalutamide homo sapiens gpl570 gse44905 chdir down",57,3,0,2,0,NA,NA
70,"vorinostat homo sapiens gpl6884 gse46703 chdir down",57,3,0,1,0,NA,NA
70,"tamoxifen homo sapiens gpl3921 gse33366 chdir down",57,3,0,3,0,NA,NA
70,"valproic acid homo sapiens gpl570 gse14973 chdir down",57,3,0,2,0,NA,NA
70,"dexamethasone homo sapiens gpl8300 gse8546 chdir down",57,3,0,3,0,0.0351406956128832,0.242853520176163
70,"dexamethasone mus musculus gpl339 gse2342 chdir down",57,3,0,1,0,NA,NA
70,"captopril mus musculus gpl1261 gds3683 chdir down",57,3,0,10,1,0.00061401515841266,0.019481026389638
70,"vorinostat homo sapiens gpl571 gse18544 chdir down",57,3,0,2,0,NA,NA
70,"cyclophosphamide mus musculus gpl13209 gse27440 chdir down",57,3,0,1,0,NA,NA
70,"dexamethasone rattus norvegicus gpl1355 gse29912 chdir down",57,3,0,3,0,NA,NA
70,"doxorubicin homo sapiens gpl10558 gse42531 chdir down",57,3,0,4,0,NA,NA
70,"estradiol homo sapiens gpl6947 gse27375 chdir down",57,3,0,3,1,NA,NA
70,"deferasirox homo sapiens gpl570 gds3558 chdir down",57,3,0,12,0,0.000669402392222542,0.0186897147908534
71,"prednisolone homo sapiens gpl570 gse32962 chdir down",51,3,0,8,0,0.00124693270358223,0.217589756775099
71,"ethanol homo sapiens gpl96 gds2767 chdir down",51,3,0,11,1,3.05262363317592e-10,2.13073129595679e-07
71,"tocilizumab homo sapiens gpl6244 gse25160 chdir down",51,3,0,9,1,5.70652354912065e-10,1.99157671864311e-07
71,"doxorubicin mus musculus gpl8321 gse17115 chdir down",51,3,0,1,0,NA,NA
