"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"ethanol homo sapiens gpl96 gds2767 chdir down","12/312",1.20550682589208e-10,8.41443764472674e-08,0,0,12.8205128205128,292.807062167002,"MGAM;HAL;IL18RAP;UBN1;HSPA6;CYP4F3;ITGAX;KCNJ15;TNFRSF10C;FFAR2;DENND3;LILRA2"
"tocilizumab homo sapiens gpl6244 gse25160 chdir down","6/176",1.43976096388988e-05,0.00502476576397568,0,0,11.3636363636364,126.686913209774,"MGAM;CXCR1;CXCR2;CYP4F3;TNFRSF10C;FFAR2"
"valproic acid mus musculus gpl6885 gse35291 chdir up","8/498",0.000114664373837155,0.0266785776461115,0,0,5.35475234270415,48.5863517272562,"HAL;CXCR2;DPEP2;OSM;FFAR2;ADAM8;FPR2;PILRA"
"imatinib homo sapiens gpl96 gds3044 chdir up","23/4149",0.00134305198785512,0.234362571880719,0,0,1.84783481963525,12.2193817783247,"NUP214;ACHE;STAT5B;NFE2;SEMA4A;SELPLG;IQSEC1;PTAFR;HAB1;FPR2;LILRA2;TMEM164;SLC25A37;FRAT1;IL18RAP;CYTH4;CXCR1;MKNK1;UBN1;ITGAX;DPEP2;ADAM8;SIGLEC5"
"doxycycline mus musculus gpl2872 gse33875 chdir up","10/1253",0.00384782600029018,0.537156509640509,0,0,2.66028198989093,14.7918248614548,"NFE2;SEMA4A;SLC25A37;CXCR2;ITGAX;PLCG2;TNFRSF10C;DDX54;GMIP;TMEM164"
"arsenic trioxide homo sapiens gpl201 gse48441 chdir up","20/3998",0.0105052266151106,1,0,0,1.6675004168751,7.59693575587594,"NUP214;ACHE;STAT5B;MAP3K3;SEMA4A;MGAM;SPI1;SELPLG;PTAFR;HSPA6;TNFRSF10C;GMIP;MMP25;CYB5R4;IL18RAP;RPS6KA1;UBN1;FFAR2;ADAM8;SIGLEC5"
"prednisolone homo sapiens gpl570 gse32962 chdir down","7/845",0.0129317894371601,1,0,0,2.76134122287968,12.0064958228538,"SELPLG;IQSEC1;PTAFR;HSPA6;ITGAX;OSM;LILRB3"
"methylphenidate mus musculus gpl11180 gse33619 chdir down","7/919",0.0196476744599743,1,0,0,2.53899165759884,9.97772001100626,"ACHE;PSTPIP1;CYTH4;MKNK1;RPS6KA1;NBEAL2;CSNK1G2"
"celecoxib homo sapiens gpl8300 gds3384 chdir up","2/89",0.0293315009293364,1,0,0,7.49063670411985,26.4351552317704,"ADAM8;ARHGAP25"
"folic acid homo sapiens gpl2700 gds3656 chdir up","5/605",0.0348073081046082,1,0,0,2.75482093663912,9.25049011361783,"SEMA4A;PSTPIP1;MMP25;CYP4F3;S1PR4"
"decitabine homo sapiens gpl96 gse19610 chdir down","2/112",0.0445729443361221,1,0,0,5.95238095238095,18.5156442456251,"SEMA4A;HAL"
"imatinib homo sapiens gpl201 gds838 chdir up","3/275",0.049603369890512,1,0,0,3.63636363636364,10.9225327498844,"NFE2;HAL;UBN1"
"vorinostat homo sapiens gpl6884 gse46703 chdir up","2/119",0.0496840336802173,1,0,0,5.60224089635854,16.8183285793379,"CYTH4;LILRB3"
