"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"prednisolone homo sapiens gpl570 gse32962 chdir down","25/845",4.49316478623565e-15,3.13622902079248e-12,0,0,7.04423781346858,232.714983722738,"FCN1;LILRA6;ITGAM;SELPLG;LST1;DYSF;TCIRG1;AOAH;CFP;CST7;TREM1;IL6R;CCR1;TIE1;PRKCD;RNASE6;NKG7;TNFRSF1B;LILRB3;IL17RA;FGR;BIN2;LCP2;FCGR2C;TLR2"
"ethanol homo sapiens gpl96 gds2767 chdir down","14/312",4.49648017806757e-11,1.56927158214558e-08,0,0,10.6837606837607,254.542105928145,"CCR1;P2RY13;ITGAM;AQP9;NCF1C;NKG7;LILRA2;LYST;CLEC4A;HCAR3;IL18RAP;FCGR2A;VNN2;LCP2"
"valproic acid mus musculus gpl6885 gse35291 chdir up","15/498",2.17613954253414e-09,5.06315133562944e-07,0,0,7.17154331612163,143.041547490003,"LILRA6;P2RY13;CD84;ITGAM;AQP9;LST1;RNASE6;FPR2;PILRA;CFP;FGR;DOK2;CXCR2;DPEP2;TLR2"
"sirolimus homo sapiens gpl8300 gds3603 chdir up","20/1225",1.17729344064717e-07,2.05437705392932e-05,0,0,3.88726919339164,62.0209039509963,"FCN1;NCOA1;PRKCD;NKG7;TCIRG1;LSP1;ARRB2;AOAH;FPR2;CFP;CST7;VAV1;FGR;STK10;HCAR3;FMNL1;THEMIS2;LCP2;DOCK2;GPSM3"
"hydrocortisone homo sapiens gpl201 gse21909 chdir up","19/1270",9.84192805409584e-07,0.000137393315635178,0,0,3.56205474315711,49.2683607712768,"LILRA6;NFE2;TIE1;AQP9;C5AR1;STXBP2;NKG7;IRAK3;ARRB2;LILRB2;CST7;DOK2;IL18RAP;BIN2;VNN2;THEMIS2;CCRL2;DPEP2;GPSM3"
"arsenic trioxide homo sapiens gpl201 gse48441 chdir up","36/3998",1.50398024682814e-06,0.000174963035381007,0,0,2.14392910741085,28.7445053947276,"LILRA6;SPI1;ITGAM;SELPLG;AQP9;C5AR1;DYSF;NCF1C;ARRB2;AOAH;CST7;LYST;STK10;CYB5R4;IL18RAP;CCRL2;RPS6KA1;IL6R;GPSM3;NCOA1;NUP214;CCR1;MAP3K3;TIE1;PRKCD;GMIP;TNFRSF1B;IL17RA;CLEC4A;FCGR2A;BIN2;VNN2;THEMIS2;ELF4;SIPA1;TLR2"
"bleomycin mus musculus gpl1261 gse25640 chdir up","13/802",2.83170987401493e-05,0.00282361927437489,0,0,3.85939912124451,40.4158002672002,"CCR1;CD84;CD300A;C5AR1;ARRB2;PILRA;TNFRSF1B;CFP;LILRB3;DOK2;CYTH4;CCR2;TLR2"
"dexamethasone rattus norvegicus gpl1355 gse29912 chdir up","13/820",3.56393665653537e-05,0.00310953473282711,0,0,3.7746806039489,38.6605042022508,"FCN1;NFE2;AQP9;LSP1;PILRA;TNFRSF1B;CFP;LTC4S;LYST;CLEC4A;FGR;STK10;BIN2"
"tretinoin homo sapiens gpl96 gse5007 chdir up","5/128",0.000204528159035102,0.0158622950007223,0,0,9.30059523809524,79.0067419546839,"CCR1;LST1;NCF1C;LSP1;CFP"
"rosiglitazone homo sapiens gpl570 gds2453 chdir down","8/403",0.000290661543701553,0.0202881757503684,0,0,4.72645633935957,38.4891931833095,"FGR;THEMIS2;CD300A;AQP9;C5AR1;TNFSF13;TCIRG1;FCGR2C"
"imatinib homo sapiens gpl96 gds3044 chdir up","30/4149",0.00107050397848152,0.0679283433618273,0,0,1.72158523568502,11.7749986803551,"CETP;CD84;SELPLG;LST1;DYSF;TCIRG1;ARRB2;FPR2;LILRA2;TREM1;LYST;STK10;FRAT1;IL18RAP;CYTH4;CCR2;NCOA1;NUP214;NFE2;MX2;NKG7;IL17RA;FGR;DOK2;THEMIS2;ELF4;DPEP2;RIN3;FCGR2C;SIPA1"
"decitabine homo sapiens gpl96 gse19610 chdir down","4/112",0.00127414448623357,0.0741127376159196,0,0,8.50340136054422,56.6792543943575,"AOAH;TREM1;LYST;CCR2"
"vorinostat homo sapiens gpl6884 gse46703 chdir up","4/119",0.0015932838074555,0.0855470844310723,0,0,8.0032012805122,51.5562873534766,"CSF3R;CYTH4;LST1;LILRB3"
"celecoxib homo sapiens gpl8300 gse11237 chdir down","3/85",0.00550997995378531,0.274711857695867,0,0,8.40336134453782,43.7075150754237,"CCR1;HCAR3;ARHGAP25"
"bleomycin mus musculus gpl6885 gse37635 chdir up","3/132",0.0181629548055541,0.845182830285119,0,0,5.41125541125541,21.6903203976613,"TLR1;CD84;AOAH"
"doxorubicin mus musculus gpl8321 gse17115 chdir down","3/133",0.0185269204471684,0.80823690450772,0,0,5.37056928034372,21.4206790832964,"LTC4S;LILRB3;TLR2"
"rosiglitazone homo sapiens gpl570 gds2453 chdir up","5/366",0.0190032601089868,0.780251503298399,0,0,3.25266718709342,12.890790820489,"CLEC4A;HCAR3;SELPLG;LSP1;CCR2"
"vitamin c mus musculus gpl6246 gse19377 chdir up","3/160",0.0298883777866429,1,0,0,4.46428571428571,15.6709177541869,"MX2;IRAK3;TLR2"
"tocilizumab homo sapiens gpl6244 gse25160 chdir down","3/176",0.038010654341933,1,0,0,4.05844155844156,13.2706525208396,"AQP9;CXCR2;TREM1"
"methylphenidate mus musculus gpl11180 gse33619 chdir down","8/919",0.0389868414289009,1,0,0,2.07264625110109,6.7247651982867,"PGS1;CSF3R;CYTH4;RPS6KA1;DYSF;SIPA1;IL17RA;TLR2"
"mycophenolate mofetil homo sapiens gpl6255 gse13922 chdir up","3/178",0.0390976420095041,1,0,0,4.01284109149278,13.008399359838,"CLEC4A;SPI1;LILRA2"
"folic acid homo sapiens gpl2700 gds3656 chdir up","6/605",0.041849773574145,1,0,0,2.36127508854782,7.49390529510268,"FCGR2A;CCRL2;LSP1;ARRB2;TNFRSF1B;LTC4S"
