"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"sirolimus homo sapiens gpl8300 gds3603 chdir up","27/1225",2.95530500534244e-12,2.06280289372902e-09,0,0,4.84413545638035,128.599294882238,"SASH3;KLRB1;GPR65;ITGB2;CST7;CD3D;STK10;GNLY;TRBC1;GPSM3;CYTH1;CD52;BTN3A1;PRKCB;IL10RA;PLCL2;GZMB;NKG7;FGR;HCK;SLC7A7;PTPRC;THEMIS2;LCP2;LTB;CD247;MYO1F"
"valproic acid mus musculus gpl6885 gse35291 chdir up","15/498",6.86700222219262e-09,2.39658377554522e-06,0,0,6.61988613795843,124.430942563904,"CD86;CD52;IL10RA;ITGB2;RNASE6;SAMHD1;RASGRP1;LILRB4;FGR;PTPRC;EVI2A;CCL5;TLR7;SLC15A3;MYO1F"
"prednisolone homo sapiens gpl570 gse32962 chdir down","18/845",3.97000156869028e-08,9.23687031648605e-06,0,0,4.68170882372066,79.7852803365916,"CD86;NCF2;GZMA;ITGB2;RNASE6;NKG7;TNFRSF1B;SAMHD1;CST7;LILRB4;FGR;SLC7A7;CCL5;PHACTR1;LCP2;MNDA;SLC15A3;FCGR2B"
"dexamethasone homo sapiens gpl570 gse37474 chdir up","10/240",1.40931946750112e-07,2.45926247078946e-05,0,0,9.15750915750916,144.459603573646,"CD2;CD52;PTPRC;EVI2A;CCL5;GZMA;TRAC;TRBC1;CST7;CD3D"
"hydrocortisone homo sapiens gpl201 gse21909 chdir up","20/1270",8.37870401620882e-07,0.000116966708066275,0,0,3.46110582331055,48.4291854302255,"KLRB1;GZMA;PRF1;GZMB;NKG7;CST7;RASGRP1;LILRB4;CD2;KLRK1;THEMIS2;GNLY;LCK;CCL5;BTK;PTPRCAP;CD69;CD247;FCGR2B;GPSM3"
"rosiglitazone homo sapiens gpl570 gds2453 chdir down","11/403",2.16531304095543e-06,0.000251898083764482,0,0,5.99896381534099,78.2441587916263,"CD86;FGR;SASH3;CD52;SLC7A7;THEMIS2;CD300A;CCL5;ITGB2;SAMHD1;FCGR2B"
"bleomycin mus musculus gpl1261 gse25640 chdir up","15/802",3.12879301877099e-06,0.000311985361014593,0,0,4.11060261434326,52.1013259904674,"CD86;NCF2;CD300A;GPR65;ITGB2;CSF2RB;TNFRSF1B;LILRB4;SLC7A7;EVI2A;CHL1;TLR7;SLC15A3;FCGR2B;MYO1F"
"celecoxib homo sapiens gpl8300 gds3384 chdir up","6/89",3.22207500143316e-06,0.000281126043875043,0,0,14.8166440301272,187.363649767648,"CD52;TRAF3IP3;CCL5;TRBC1;CSF2RB;CD3D"
"valproic acid homo sapiens gpl570 gse14973 chdir down","11/473",9.93167689438304e-06,0.000770256719142152,0,0,5.11116790186558,58.8795360215963,"DENND2D;SASH3;TRAF3IP3;PTPRC;TRBC1;ICAM2;RNASE6;GZMB;BTN3A2;CST7;RASGRP1"
"pioglitazone mus musculus gpl6246 gse37534 chdir up","5/75",2.34325520906727e-05,0.00163559213592895,0,0,14.6520146520147,156.210760253753,"PRF1;GIMAP4;CYTIP;ARHGAP15;SAMHD1"
"dexamethasone rattus norvegicus gpl1355 gse29912 chdir up","13/820",8.38882580056935e-05,0.00532309128072491,0,0,3.48432055749129,32.7039195349884,"PRKCB;ITGB2;ICAM2;PRF1;TNFRSF1B;FGR;STK10;PTPRC;EVI2A;CCL5;CD38;LTB;CD200"
