"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"21","Vinorelbine-1.5 mg/kg in Saline-Rat-Bone marrow-1d-up","78/272",7.04438317307379e-05,0.0264197913672044,0,0,1.50572174262196,14.3957461534778,"GMFG;ELN;PRF1;ILK;CHD3;FAIM3;CTSS;KHK;GJA1;FGF9;C1QBP;SMPD1;ADORA3;SLCO2B1;COTL1;ACP5;SH3BGRL3;CTSF;JAK3;ADAMTS9;GPSM3;APOBEC1;CPA3;PCYT1A;VWF;GPX3;MMP2;PCOLCE;DUSP7;NME1;F5;PTP4A3;SLC7A7;TYROBP;ADAM15;RASA3;COL4A1;NPC2;FEZ2;COL6A1;ARHGEF3;SERPING1;LCP1;RAPSN;RAI14;C1QB;POPDC2;C1QA;CD63;ALOX15;FGL2;PTTG1IP;AIF1;CLCN1;C2;PLD2;SRM;OGFRL1;PRDX1;MGAT3;FLNA;APOE;MOSC2;VCAM1;HMGA2;HSPE1;GP5;SMAD5;ZFHX4;SELP;EHD2;FABP4;CXCL12;NEDD4;MGP;ALOX5AP;PTPN6;SOLH",2.56410256410256,2
"22","Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","86/309",9.89715079483434e-05,0.0354317998455069,0,0,1.46136598636681,13.4747860009087,"RPL32;GMFG;GBE1;ITGB2;ICAM2;HP;ILK;LSP1;ARRB2;CTSS;TMEM93;LIMD2;PYCARD;STK10;SMPD1;ADORA3;SLCO2B1;COTL1;ACP5;SH3BGRL3;CTSF;PTGDS;PGLYRP1;CCR5;CLIC2;APOBEC1;CD53;MAP4K2;ANXA1;PCYT1A;VWF;GPX3;PGAM1;IGFBP3;ATP6AP2;HMHA1;IL16;PCOLCE;F5;TYROBP;RASA3;COL4A1;NPC2;PPAP2B;SERPING1;CD302;LCP1;VAMP4;RAI14;C1QB;POPDC2;C1QA;CD63;LRP1;PTAFR;FGL2;PTTG1IP;AIF1;OGFRL1;HLA-DMB;CHST10;MGAT3;FLNA;PIP5K1C;CD14;XDH;ATP6V1C1;JAM2;BCAP31;VCAM1;LAPTM5;FMO1;GGH;RPL35A;SMAD5;COL1A1;EHD2;FMNL1;FABP4;CXCL12;NEDD4;MGP;ALOX5AP;LCN2;PTPN6;PTPN7",2.32558139534884,2
"23","Podophyllotoxin-4 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","96/353",0.000104299684169604,0.0357158396747739,0,0,1.42795838393785,13.0918683498166,"FKBP11;RPL32;HP;ILK;PLOD2;TMEM97;LSP1;ATP5G3;BZW2;ATP5G1;CTSS;STK10;GJA1;TUBA1B;TRIM28;PSMD2;C1QBP;SMPD1;COTL1;ACP5;SH3BGRL3;PGLYRP1;GUSB;JAK3;HMGN1;APOBEC1;ANXA1;H2AFY;GPX3;SSR2;PGAM1;SLC35C1;ACTL6A;ATP6AP2;AKR1A1;PCOLCE;MRPS7;SDHB;PSMA5;RCN3;HCK;TYROBP;PSMA1;COL4A1;NPC2;COL6A1;VDAC2;RAB38;LCP1;C1QB;C1QA;CD63;PRPS1;DNMT1;AHCY;ANP32A;LRP1;UNC93B1;TIMM13;PTTG1IP;COX5A;AIF1;GSPT1;C2;SRM;PSMB7;LMAN1;EMG1;SAMM50;PRDX1;PGK1;FLNA;APOE;TSPAN3;CD14;BCAP31;MBD3;TRAP1;MDH2;LAPTM5;NKG7;GGH;IMMT;HSPE1;EIF2S1;GNB2L1;COL1A1;CXCL12;BMP1;COL5A1;MGP;ALOX5AP;LCN2;CYCS;PTPN7;CALM2",7.29166666666667,7
"24","Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-3d-up","91/333",0.000129301020773405,0.0424322849838057,0,0,1.43488198095707,12.8470255190143,"GMFG;ITGB2;HP;HMGB2;LSP1;ARRB2;CTSS;LTB4R;TMEM93;CTGF;PYCARD;GJA1;FGF9;ADORA3;COTL1;ACP5;SH3BGRL3;CTSF;PGLYRP1;TPSAB1;CLIC2;CTSD;LBR;APOBEC1;CD53;CPA3;MAP4K2;ANXA1;SSR2;PGAM1;IL16;ATP1B3;PCOLCE;NME1;F5;HCK;TYROBP;PSMA1;RASA3;COL4A1;NPC2;ARHGEF3;SUCLG1;CD48;LCP2;LCP1;CD44;RAI14;C1QB;POPDC2;C1QA;CD63;PCNA;NDUFB5;PTAFR;FGL2;PTTG1IP;COX5A;AIF1;SRM;INPP5B;PSMB7;OGFRL1;PRDX1;ALOX5;CCL5;PGK1;APOE;XDH;BCAP31;VCAM1;TNFSF13;RAB27A;NKG7;HMGA2;LILRB3;GNB2L1;RAB11B;FMNL1;FABP4;PTPRC;CXCL12;NEDD4;MGP;ALOX5AP;LCN2;CYCS;PTPN7;CALM2;MXD4;MAP3K12",1.0989010989011,1
"25","Ifosfamide-143 mg/kg in Saline-Rat-Bone marrow-1d-up","85/307",0.000131308041102637,0.0413672852689746,0,0,1.45378295704584,12.9938605135781,"FKBP11;GBE1;ITGB2;PRF1;ICAM2;HP;ILK;CIB1;LSP1;ARRB2;FAIM3;CTSS;KHK;STK10;GJA1;TUBA1B;CDH1;SMPD1;SLCO2B1;COTL1;SH3BGRL3;CD37;CTSF;PGLYRP1;JAK3;ADAMTS9;GPSM3;APOBEC1;CD53;MAP4K2;ANXA1;VWF;SP110;GPX3;PGAM1;AKR1A1;IL16;PCOLCE;DUSP7;NME1;F5;HCK;SLC7A7;TYROBP;ADAM15;RASA3;COL4A1;NPC2;PPAP2B;ARHGEF3;SERPING1;LCP1;RAPSN;CD44;C1QB;C1QA;CD63;UNC93B1;ALOX15;FGL2;PTTG1IP;COX5A;C2;OGFRL1;HLA-DMB;MGAT3;PGK1;FLNA;APOE;BCAP31;GIT2;MOSC2;VCAM1;RAB27A;NKG7;GGH;GP5;EHD2;FMNL1;FABP4;CXCL12;NEDD4;ALOX5AP;LCN2;PTPN6",2.35294117647059,2
"26","Carboplatin-14 mg/kg in Saline-Rat-Spleen-5d-up","80/286",0.000141930038989239,0.0429938841184325,0,0,1.46873341937663,13.0132370406426,"CLIC5;RPL32;TRRAP;ICAM2;CHD3;LSP1;ATP5G3;ETS1;CTSS;LIMD2;SCAMP4;TUBA1B;TRIM28;NNT;COTL1;ACP5;SH3BGRL3;CLIC2;PTRF;DLGAP4;CD53;SYK;SP110;FBXW11;GPX3;PGAM1;IGFBP3;MMP2;AKR1A1;PCOLCE;ZFX;HCK;TYROBP;PSMA1;BIN1;CD8A;NPC2;LCK;PPAP2B;SERPING1;RAPGEF5;CBLL1;C1QB;CD63;LTBP4;HTRA1;PTTG1IP;AIF1;STIP1;POLD4;HLA-DMA;HLA-DMB;INPP5D;CCL5;CHST10;MGAT3;PGK1;ATP6V1H;POLR2G;PLCG1;APOE;SLC15A3;MBD3;GIT2;MOSC2;VCAM1;STAT2;RARRES2;CAV1;LAPTM5;LY86;GGH;WDR12;RAB11B;EHD2;POLA2;CXCL11;CXCL12;TBCE;MGP",3.75,3
"27","Minoxidil-83 mg/kg in CMC-Rat-Heart-5d-up","86/312",0.000141992625358516,0.0414197747156916,0,0,1.44731439034406,12.8228225908841,"RPL32;COL14A1;ELN;GBE1;HMGB2;PLOD2;ETS1;ATP5G1;LOXL1;CTGF;STK10;GJA1;TUBA1B;FGF9;ADAMTS1;PSMD2;ADORA3;SLCO2B1;STMN1;CLIC2;CTBS;ADAMTS9;TMPO;ABCC3;ANXA1;PTGIS;ANXA2;LIG1;DST;VWF;GPX3;MMP2;ANXA5;AKR1A1;ACSL4;PCOLCE;NME1;TUBB2C;NOV;PSMA1;ADAM15;KIFC1;COL4A1;NPC2;COL6A1;SERPING1;ITGA7;CD48;CD63;LRP1;FGL2;LTBP4;PTTG1IP;FBLN2;NID2;FBLN5;PDLIM3;PRDX1;FLNA;SCN7A;PLCG1;APOE;TSPAN3;ATP6V1C1;JAM2;AOC3;MOSC2;CDKN2C;TGFB3;RARRES2;CAV1;LAMB1;COL1A1;MFAP5;EHD2;BST1;FABP4;COL5A1;ATG16L1;PRC1;NEDD4;MGP;APOC1;CYCS;GCLM;MAP3K12",5.81395348837209,5
"28","Dobutamine-43 mg/kg in Saline-Rat-Heart-5d-up","84/304",0.000154216011286803,0.0433787608891022,0,0,1.45085738762764,12.7344020133268,"CLIC5;HIP1;RPL32;HSPB6;COL14A1;ELN;HSPB7;ILK;PLOD2;LSP1;CTSS;LOXL1;CTGF;TUBA1B;POFUT2;FGF9;SMPD1;ADORA3;TIMP2;DLAT;HMGN1;APOBEC1;VKORC1;ABCC3;ANXA1;PTGIS;VWF;GPX3;CACNA2D1;PGAM1;ANXA5;AKR1A1;BGN;PCOLCE;SYTL2;RCN3;TUBB2C;TYROBP;NOV;NPC2;COL6A1;SERPING1;CDH13;KDELR3;ANAPC2;C1QB;CD63;LRP1;UNC93B1;ALOX15;FGL2;HTRA1;LTBP2;PLA2G5;FBLN2;GSPT1;PDLIM3;HLA-DMB;PLN;CAND1;SERPINH1;PGK1;FLNA;SCN7A;APOE;CD14;AOC3;TGFB3;RARRES2;GOT2;GGH;RPL35A;LAMB1;SMAD5;GNB2L1;COL1A1;MFAP5;COL5A1;NFIB;NEDD4;MGP;RAN;FBN1;MXD4",5.95238095238095,5
"29","Isoprenaline-4.2 mg/kg in Saline-Rat-Heart-5d-up","84/304",0.000154216011286803,0.0418829415480987,0,0,1.45085738762764,12.7344020133268,"COL18A1;HSPB6;COL14A1;ELN;GBE1;HSPB7;CIB1;PLOD2;LSP1;ATP5G3;CTSS;LOXL1;CTGF;WISP2;TUBA1B;SMPD1;ADORA3;TIMP2;COTL1;SH3BGRL3;CTSF;DLAT;GUSB;HMGN1;CD53;VKORC1;ANXA1;PTGIS;GPX3;SSR2;PGAM1;MMP2;ANXA5;ATP6AP2;AKR1A1;BGN;ATP1B3;PCOLCE;PDGFRL;DKK3;DUSP7;RCN3;TYROBP;NOV;ADAM15;NPC2;COL6A1;SERPING1;LCP1;RAI14;C1QB;POPDC2;C1QA;CD63;LRP1;UNC93B1;HTRA1;LTBP2;AIF1;FBLN2;C2;PDLIM3;HLA-DMB;SERPINH1;FLNA;CCL2;APOE;CD14;ATP6V1C1;AOC3;SLC16A1;TGFB3;RARRES2;GFPT2;HMGA2;GNB2L1;COL1A1;MFAP5;BMP1;COL5A1;NEDD4;MGP;CALM2;FBN1",4.76190476190476,4
"30","Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-1d-up","86/313",0.000159763180778154,0.0419431603936248,0,0,1.44269038270717,12.6117366972977,"GMFG;GBE1;ITGB2;PRF1;ICAM2;HP;ILK;LSP1;ARRB2;CTSS;TMEM93;KHK;STK10;FGF9;SMPD1;ADORA3;AOX1;SH3BGRL3;CD36;PGLYRP1;GPSM3;APOBEC1;CD53;CPA3;MAP4K2;GPX2;ANXA1;VWF;SP110;PGAM1;MMP2;ATP6AP2;AKR1A1;ACSL4;IL16;SDHB;DUSP7;NME1;F5;HCK;SLC7A7;TYROBP;ADAM15;RASA3;NPC2;ARHGEF3;LCP1;RAPSN;CD44;RAI14;C1QB;POPDC2;C1QA;CD63;ALOX15;FGL2;PTTG1IP;COX5A;PLD2;SRM;INPP5B;OGFRL1;CHST10;MGAT3;FLNA;APOE;JAG2;BCAP31;GIT2;VCAM1;TNFSF13;RAB27A;NKG7;HMGA2;GP5;FMO5;SMAD5;EHD2;FABP4;PTPRC;CXCL12;TOLLIP;NEDD4;ALOX5AP;PTPN6;SOLH",1.16279069767442,1
"31","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-3d-dn","93/344",0.000166461441176187,0.0422919455065694,0,0,1.41952658025362,12.3509414356735,"MDC1;POP7;RNH1;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;ATP5G1;CTSS;KHK;TUBA1B;PPP2R4;CASP2;MYBL2;CD36;CCR5;RFC3;ANXA1;LIG1;GPX3;SSR2;PGAM1;ACTL6A;AKR1A1;TIMM23;PCOLCE;SDHB;CKAP5;CCNA2;TUBB2C;MMP14;SLC7A7;TYROBP;PSMA1;MSH2;NDUFS7;BIN1;INCENP;KIFC1;MCM4;CD48;DNAJC9;C1QB;C1QA;CD63;PRPS1;RAMP2;PCNA;HDAC1;SP140;ALOX15;TIMM13;CDCA8;PTTG1IP;TYMS;COX5A;AIF1;PSMB7;RACGAP1;PRDX1;CCL5;FLNA;MGAT1;POLR2G;APOE;ATP6V1C1;PCK2;GIT2;RRM1;CDKN2C;SLC16A1;MDH2;RARRES2;ATAD2;LY86;HMGA2;EIF2S1;GNB2L1;SOD1;BCKDK;COQ3;POLA2;CXCL12;RPS6KB1;PSMC4;PRC1;ANP32E;CYCS;CIAPIN1;GCLM;CALM2",3.2258064516129,3
"32","Terbutaline-130 mg/kg in Corn Oil-Rat-Heart-1d-up","83/301",0.00018104931518736,0.044560762700489,0,0,1.44787350121107,12.4759511115821,"COL18A1;CLIC5;HIP1;RPL32;HSPB6;ELN;HSPB7;HP;ILK;PLOD2;LSP1;LOXL1;WISP2;TUBA1B;CHCHD3;C1QBP;COTL1;PTRF;HMGN1;ANXA1;PTGIS;TNFRSF12A;VWF;GPX3;SSR2;PGAM1;ACTL6A;ANXA5;ATP6AP2;AKR1A1;PCOLCE;PSMA5;RCN3;TUBB2C;TYROBP;ADAM15;COL4A1;MMRN2;PKP2;TFAM;SERPING1;VDAC2;CDH13;ITGA7;LCP1;ANAPC2;C1QB;C1QA;CD63;RAMP2;RTN1;LRP1;ALOX15;LTBP4;HTRA1;PTTG1IP;FBLN2;SRM;PDLIM3;SAMM50;SERPINH1;FLNA;CCL2;APOE;CD14;JAM2;MBD3;AOC3;GIT2;SLC16A1;JUP;TGFB3;EIF2S1;GNB2L1;MFAP5;P4HA2;NEDD4;APOC1;ANP32E;LCN2;CALM2;RAN;FBN1",3.6144578313253,3
"33","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","83/302",0.000203757692073521,0.0486301691748804,0,0,1.44307921809447,12.2641228162294,"TRAF3IP3;RPL32;PLXND1;GMFG;HP;HMGB2;CHD3;LSP1;ATP5G3;FAIM3;LIMD2;EPS8;PYCARD;STK10;TUBA1B;TRIM28;NNT;STMN1;COTL1;ACP5;CD37;LBR;TMPO;RALGPS2;CD53;SUPT16H;RFC3;SYK;H2AFY;PGAM1;ACTL6A;AKR1A1;HMHA1;ARHGEF18;ATP1B3;SDHB;CKAP5;HCK;PTP4A3;PSMA1;RASA3;KIFC1;NPC2;VDAC2;RAI14;BLK;CD63;AHCY;PCNA;UNC93B1;HDAC1;TIMM13;CDCA8;COX5A;NID2;STRN4;PSMB7;HLA-DMB;INPP5D;PLCG2;PGK1;FLNA;ST3GAL6;MGAT1;POLR2G;TSPAN3;GIT2;CDKN2C;SLC16A1;STAT2;NKG7;SMAD5;EIF2S1;GNB2L1;SOD1;COL1A1;BST1;PRC1;TBCE;ANP32E;LCN2;PTPN7;CALM2",1.20481927710843,1
