"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"34","Doxifluridine-1230 mg/kg in CMC-Rat-Bone marrow-1d-dn","53/315",5.2151475542312e-05,0.0120807359226838,0,0,1.73189879829098,17.0788742129831,"MDC1;FEN1;POP7;NUP107;NXT1;GMFG;ATP5G3;MKI67;KIF15;TOMM22;TUBA1B;ADORA3;STMN1;CASP2;KNTC1;MYBL2;TMPO;SMARCC1;SUPT16H;RFC3;LIG1;ACTL6A;SDHB;CKAP5;CCNA2;KIFC1;VDAC2;MCM4;MCM5;DNAJC9;PRPS1;PCNA;MRPS33;CDCA8;OSGEP;EMG1;RACGAP1;MGAT3;FLNA;RBM10;RRM1;CDKN2C;ATAD2;IMMT;LSM5;SOD1;COL1A1;POLA2;PSMC4;PRC1;ANP32E;SOLH;RAN",1.88679245283019,1
"35","Cyclophosphamide-25 mg/kg in Water-Rat-Heart-5d-up","50/293",5.79809263057341e-05,0.0130473650166846,0,0,1.75654620858284,17.1358046620507,"SPON1;FEN1;ELN;HMGB2;CLTA;ATP5G3;MKI67;ATP5G1;TUBA1B;ADORA3;STMN1;CLIC2;TMPO;ANXA1;LIG1;MMP2;PCOLCE;CCNA2;OBSCN;KIFC1;COL4A1;SERPING1;DNAJC9;C1QB;PCNA;LRP1;NDUFB5;PSMB7;RACGAP1;PRDX1;PERP;MGAT3;USP1;PGK1;FLNA;RRM1;CDKN2C;MDH2;HSPA4;TNFSF12;ATAD2;PDE4DIP;POLA2;CXCL11;PSMC4;PRC1;LCN2;GCLM;SOLH;RAN",4,2
"36","Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","52/309",6.07783346319104e-05,0.0132969489878035,0,0,1.73221605397852,16.8168335717098,"GMFG;ITGB2;ICAM2;HP;SMPD1;ADORA3;SLCO2B1;ACP5;PTGDS;PGLYRP1;CCR5;CLIC2;APOBEC1;CD53;MAP4K2;ANXA1;VWF;PGAM1;IGFBP3;HMHA1;PCOLCE;TYROBP;RASA3;COL4A1;PPAP2B;SERPING1;C1QB;C1QA;LRP1;PTAFR;PTTG1IP;AIF1;HLA-DMB;MGAT3;HMOX1;FLNA;CD14;JAM2;BCAP31;VCAM1;CMA1;LAPTM5;FMO1;GGH;RPL35A;COL1A1;FABP4;NEDD4;ALOX5AP;LCN2;PTPN6;PTPN7",3.84615384615385,2
"37","Carmustine-4 mg/kg in Corn Oil-Rat-Spleen-3d-dn","55/333",6.38858771996971e-05,0.0135990586168869,0,0,1.70010463371246,16.4203113951939,"MDC1;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;ACP5;MYBL2;CD36;RFC3;ANXA1;LIG1;ACTL6A;TIMM23;ATP1B3;MRPS7;SDHB;CKAP5;CCNA2;SLC7A7;TYROBP;PSMA1;KIFC1;MCM4;IRF5;EEF1E1;PRPS1;PCNA;SP140;TIMM13;CDCA8;PTTG1IP;TYMS;COX5A;PSMB7;RACGAP1;PRDX1;HMOX1;RRM1;CDKN2C;ATAD2;LY86;GGH;NUP153;SOD1;BCKDK;POLA2;PRC1;TDP1;NEDD4;ANP32E;CYCS;GCLM",9.09090909090909,5
"38","Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-3d-up","55/333",6.38858771996971e-05,0.0132411886532846,0,0,1.70010463371246,16.4203113951939,"GMFG;ITGB2;HP;HMGB2;CTGF;GJA1;ADORA3;ACP5;PGLYRP1;TPSAB1;CLIC2;CTSD;APOBEC1;CD53;CPA3;MAP4K2;ANXA1;PGAM1;ATP1B3;PCOLCE;HCK;TYROBP;PSMA1;RASA3;COL4A1;SUCLG1;LCP2;C1QB;C1QA;PCNA;NDUFB5;PTAFR;PTTG1IP;COX5A;AIF1;PSMB7;PRDX1;ALOX5;CCL5;PGK1;HMOX1;APOE;BCAP31;VCAM1;CMA1;NKG7;HMGA2;FABP4;PTPRC;NEDD4;ALOX5AP;LCN2;CYCS;PTPN7;MXD4",1.81818181818182,1
"39","Oxaliplatin-8 mg/kg in Saline-Rat-Bone marrow-1d-dn","49/287",6.75519314869313e-05,0.0136420259587454,0,0,1.7574030603919,16.8756630565462,"MDC1;FEN1;NXT1;HMGB2;CLTA;ATP5G3;MKI67;KIF15;TUBA1B;STMN1;CD37;KNTC1;MYBL2;TMPO;SUPT16H;LIG1;ACTL6A;CKAP5;CCNA2;ESPL1;KIFC1;CCNE1;VDAC2;MCM4;MCM5;DNAJC9;OPTN;PRPS1;PCNA;CDCA4;CDCA8;RACGAP1;RRM1;CDKN2C;ATAD2;LAPTM5;IMMT;RPL35A;LSM5;SOD1;POLA2;PSMC4;PRC1;ANP32E;TACC3;LCN2;MXD3;RAN;CDKN3",2.04081632653061,1
"40","Lipopolysaccharide E. Coli O55:B5-1.25 mg/kg in Saline-Rat-Kidney-3d-up","50/295",6.92819424931554e-05,0.0136416144769023,0,0,1.74463742072804,16.7089617764021,"GMFG;ELN;ITGB2;HMGB2;TUBA1B;RASSF4;ADORA3;SLCO2B1;STMN1;CD37;SLC37A4;APOBEC1;CD53;LIG1;PGAM1;IL18;HCK;TYROBP;PSMA1;COL4A1;SERPING1;DNAJC9;SLC25A10;C1QB;C1QA;PTTG1IP;AIF1;C2;PSMB7;P2RY6;HLA-DMB;CCL5;UAP1L1;PGK1;FLNA;APOE;CD14;RANBP1;RRM1;CDKN2C;VDR;HSPA4;LAPTM5;LY86;HMGA2;CXCL11;PRC1;LCN2;PTPN6;SOLH",0,0
"41","Carmustine-16 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","51/303",7.08353515202717e-05,0.0136072982578941,0,0,1.73254587424774,16.5547398106011,"CDKN1C;SPON1;CLTA;CTGF;GJA1;CHCHD3;SMPD1;ADORA3;SLCO2B1;ACP5;PTRF;APOBEC1;CPA3;VWF;MMP2;PCOLCE;RASA3;COL4A1;SERPING1;C1QB;C1QA;PRPS1;LRP1;NDUFB5;PTTG1IP;COX5A;AIF1;C2;HLA-DMB;PRDX1;MGAT3;PGK1;HMOX1;APOE;CD14;S100A10;BCAP31;VCAM1;MDH2;RARRES2;LAPTM5;FMO1;RPL35A;SOD1;FABP4;NEDD4;TACC3;CYCS;CDO1;RAN;MXD4",1.96078431372549,1
"42","Cyclosporin A-350 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","49/288",7.38774447419832e-05,0.0138537798759014,0,0,1.75130096643221,16.660306459861,"MDC1;FEN1;NXT1;HMGB2;MKI67;ATP5G1;KIF15;TUBA1B;STMN1;ACP5;KNTC1;MYBL2;TK1;CD36;SEPHS1;POLE;TMPO;SUPT16H;RFC3;LIG1;VWF;ACTL6A;PCOLCE;CKAP5;CCNA2;PTP4A3;KIFC1;CCNE1;MCM4;DNAJC9;SSX2IP;DNMT1;PCNA;SP140;CDCA8;MGAT1;RBM10;RRM1;CDKN2C;ATAD2;HMGA2;COL1A1;PSMC4;PRC1;ANP32E;GCLM;MXD3;RAN;CDKN3",2.04081632653061,1
"43","Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-1d-dn","51/304",7.72425913432393e-05,0.0141479685911477,0,0,1.72684671018772,16.3507509121171,"MDC1;FEN1;NUP107;GMFG;HMGB2;ATP5G3;MKI67;KIF15;TUBA1B;STMN1;CD37;KNTC1;MYBL2;SEPHS1;POLE;TMPO;SUPT16H;RFC3;LIG1;ACTL6A;SIRT7;CKAP5;CCNA2;PTP4A3;TYROBP;PSMA1;ESPL1;KIFC1;CCNE1;MCM4;MCM5;DNAJC9;PCNA;PRIM1;CDCA8;RACGAP1;RBM10;RRM1;CDKN2C;SSB;LSM5;SOD1;COL1A1;BST1;POLA2;PSMC4;PRC1;ANP32E;TACC3;MXD3;RAN",3.92156862745098,2
"44","Methotrexate-0.3 mg/kg in Corn Oil-Rat-Spleen-3d-dn","56/344",8.24412650416884e-05,0.0147569864424622,0,0,1.67566338316437,15.7569740390496,"MDC1;NXT1;ELN;HMGB2;TMEM97;ATP5G3;MKI67;ATP5G1;TUBA1B;MYBL2;CD36;SUPT16H;RFC3;LIG1;PGAM1;ACTL6A;TIMM23;ATP1B3;PCOLCE;CKAP5;CCNA2;HCK;SLC7A7;PSMA1;KIFC1;MCM4;IRF5;EEF1E1;SNRPA;PRPS1;RAMP2;PCNA;LRP1;SP140;CDCA8;PTTG1IP;TYMS;COX5A;USP18;PSMB7;PRDX1;HMOX1;FLNA;MGAT1;APOE;RRM1;CDKN2C;RARRES2;LY86;SOD1;BCKDK;POLA2;PRC1;ANP32E;CYCS;GCLM",7.14285714285714,4
"45","Doxorubicin-3 mg/kg in Saline-Rat-Spleen-1d-dn","51/305",8.41744664173449e-05,0.0147324021667335,0,0,1.7211849176953,16.1492221940781,"MDC1;FEN1;POP7;NXT1;HMGB2;CLTA;ATP5G3;MKI67;BZW2;TUBA1B;CHCHD3;ADORA3;STMN1;KNTC1;MYBL2;TMPO;LIG1;IL18;SDHB;CKAP5;CCNA2;TYROBP;ESPL1;KIFC1;VDAC2;MCM5;DNAJC9;C1QA;AHCY;CDCA4;MRPS33;CDCA8;AIF1;USP18;AURKB;PSMB7;RACGAP1;RBM10;RRM1;CDKN2C;VDR;ATAD2;LAPTM5;RPL35A;LSM5;SOD1;COQ3;PRC1;ANP32E;PTPN6;RAN",1.96078431372549,1
"46","NN-Dimethylformamide-1400 mg/kg in Saline-Rat-Liver-3d-up","52/314",9.30834316129235e-05,0.0159375023344214,0,0,1.70463299579415,15.8224279333199,"NXT1;HP;HMGB2;TMEM97;TUBA1B;STMN1;KNTC1;CTSD;TMPO;APOBEC1;CD53;RFC3;ANXA1;LIG1;PGAM1;ATP1B3;CCNA2;HCK;TYROBP;PSMA1;KIFC1;COL4A1;MCM4;DNAJC9;SLC27A2;C1QB;PCNA;LRP1;MRPL18;TIMM13;COX5A;AIF1;PSMB7;HLA-DMA;HLA-DMB;PRDX1;HMOX1;FLNA;CCL2;RRM1;MDH2;ATAD2;LY86;IMMT;FABP4;PSMC4;PRC1;NEDD4;ALOX5AP;LCN2;CYCS;RAN",5.76923076923077,3
"47","Bisphenol A-100 mg/kg in Corn Oil-Rat-Spleen-3d-dn","53/323",0.000102357337005638,0.0171524763033278,0,0,1.68900347201751,15.5169434084354,"MDC1;POP7;NXT1;ELN;HMGB2;ATP5G3;MKI67;TUBA1B;MYBL2;CD36;CLIC2;SUPT16H;RFC3;LIG1;ACTL6A;TIMM23;ATP1B3;CKAP5;CCNA2;SLC7A7;TYROBP;PSMA1;KIFC1;MCM4;EEF1E1;C1QB;C1QA;PRPS1;RAMP2;PCNA;CDCA8;PTTG1IP;TYMS;COX5A;AIF1;PSMB7;PRDX1;CCL5;HMOX1;FLNA;MGAT1;APOE;RRM1;CDKN2C;VCAM1;RARRES2;SOD1;POLA2;PRC1;NEDD4;CYCS;GCLM;MXD3",3.77358490566038,2
"48","Bisphenol A-610 mg/kg in Corn Oil-Rat-Spleen-3d-dn","53/324",0.000111055063707935,0.0182222850367437,0,0,1.68379049833845,15.3317281326853,"MDC1;POP7;NXT1;ELN;HMGB2;ATP5G3;MKI67;TUBA1B;STMN1;MYBL2;CD36;SUPT16H;RFC3;LIG1;ACTL6A;TIMM23;MRPS7;SDHB;CKAP5;CCNA2;HCK;SLC7A7;TYROBP;KIFC1;VDAC2;MCM4;DNAJC9;EEF1E1;C1QA;PRPS1;PCNA;CDCA8;PTTG1IP;TYMS;AIF1;PSMB7;STIP1;RACGAP1;PRDX1;FLNA;APOE;RRM1;CDKN2C;ATAD2;SOD1;COQ3;POLA2;PRC1;ANP32E;CYCS;GCLM;MXD3;RAN",1.88679245283019,1
"49","Doxorubicin-3 mg/kg in Saline-Rat-Bone marrow-3d-up","53/324",0.000111055063707935,0.0178504016686468,0,0,1.68379049833845,15.3317281326853,"CDKN1C;GMFG;ITGB2;HP;HMGB2;SLC6A4;GJA1;CHCHD3;SMPD1;SLCO2B1;PGLYRP1;TPSAB1;APOBEC1;CPA3;MAP4K2;ANXA1;VWF;PGAM1;HMHA1;PCOLCE;HCK;TYROBP;RASA3;COL4A1;PPAP2B;SERPING1;PPARG;LCP2;C1QB;C1QA;LRP1;PTAFR;PTTG1IP;COX5A;AIF1;C2;CCL5;FLNA;CCL2;APOE;BCAP31;VCAM1;CMA1;RARRES2;FMO1;NKG7;FABP4;PTPRC;NEDD4;ALOX5AP;LCN2;PTPN6;MXD4",0,0
"50","Ticrynafen-570 mg/kg in CMC-Rat-Liver-1d-up","51/309",0.00011794614293528,0.0185788764351653,0,0,1.69890420678662,15.3670684118086,"FEN1;HP;HMGB2;TMEM97;MKI67;ATP5G1;TUBA1B;STMN1;AOX1;KNTC1;SLC37A4;TMPO;ABCC3;LIG1;PGAM1;TIMM23;CCNA2;PSMA1;KIFC1;VDAC2;SUCLG1;DNAJC9;SLC25A10;SLC27A2;PRPS1;PCNA;NDUFB5;MRPL18;PRIM1;CDCA8;HMMR;COX5A;AURKB;ACAT1;PSMB7;RACGAP1;PRDX1;PGK1;APOE;NQO1;RRM1;CDKN2C;IMMT;SOD1;SULT1B1;PSMC4;PRC1;APOC1;CYCS;GCLM;RAN",5.88235294117647,3
"51","Lomustine-4.2 mg/kg in Corn Oil-Rat-Bone marrow-0.25d-dn","52/317",0.000119314084853629,0.0184258378883761,0,0,1.68850082233237,15.2534962849495,"NUP107;NXT1;GMFG;HMGB2;ATP5G3;BZW2;ATP5G1;TUBA1B;CHCHD3;ADORA3;KYNU;STMN1;CASP2;TK1;CD36;TMPO;ANXA1;PGAM1;MMP2;ACTL6A;TIMM23;ATP1B3;MRPS7;CKAP5;CCNA2;MSH2;TFAM;SSX2IP;C1QB;PRPS1;DNMT1;AHCY;PCNA;NDUFB5;PRIM1;COX5A;AURKB;PSMB7;STIP1;PGK1;POLR2F;BCAP31;RRM1;CDKN2C;MDH2;NKG7;IMMT;SOD1;NEDD4;ANP32E;PTPN6;TRIP13",5.76923076923077,3
"52","N-Nitrosodiethylamine-1.67 mg/kg in Saline-Rat-Spleen-0.25d-dn","50/302",0.000126502564730361,0.0191602730733909,0,0,1.7041988050158,15.295606874489,"FEN1;MTCH2;POP7;NXT1;GLDC;ELN;HMGB2;ATP5G3;TUBA1B;STMN1;KNTC1;MYBL2;CD36;TMPO;SUPT16H;RFC3;LIG1;ACTL6A;TIMM23;CKAP5;CCNA2;PSMA1;KIFC1;GORASP1;MCM4;DNAJC9;EEF1E1;ANAPC2;PRPS1;PCNA;CDCA8;USP18;RACGAP1;MGAT3;FLNA;RRM1;CDKN2C;VDR;ATAD2;GGH;HMGA2;PAICS;SOD1;POLA2;PRC1;NEDD4;ANP32E;PTPN7;GCLM;SOLH",6,3
"53","Lead (II) Acetate-600 mg/kg in Saline-Rat-Bone marrow-1d-dn","46/272",0.000139646868212515,0.0207520515856938,0,0,1.74078895582937,15.4519281062791,"FEN1;DNMT1;PCNA;NXT1;MRPL18;COX17;ATP5G3;ATP5G1;PSMB7;STIP1;TUBA1B;PRDX1;PGK1;KNTC1;MYBL2;SEPHS1;POLE;TMPO;CD53;SUPT16H;RFC3;LIG1;TNFSF12;ATAD2;TIMM23;NKG7;GGH;ATP1B3;NUP153;SDHB;CKAP5;PTP4A3;SLC7A7;PSMA1;RASA3;KIFC1;PSMC4;CCNE1;NEDD4;ANP32E;CYCS;MCM4;EEF1E1;RAN;ANAPC2;NUP37",4.34782608695652,2
"54","5-Fluoro-2'-Deoxyuridine-54 mg/kg in Saline-Rat-Bone marrow-3d-up","51/312",0.000150899549878202,0.0220089787933467,0,0,1.68256858941367,14.8047463257512,"NUP107;NXT1;HMGB2;CLTA;ATP5G3;MKI67;ATP5G1;GJA1;ADORA3;MYBL2;CLIC2;TMPO;ADSL;LIG1;VWF;MMP2;PCOLCE;KARS;PSMA1;RASA3;KIFC1;COL4A1;PSME3;SERPING1;MCM4;MCM5;DNAJC9;C1QB;C1QA;PRPS1;DNMT1;PRIM1;C2;PSMB7;HMOX1;RRM1;VCAM1;CMA1;ATAD2;HMGA2;IMMT;COL1A1;POLA1;FABP4;PRC1;NEDD4;ANP32E;TACC3;CYCS;GCLM;RAN",7.84313725490196,4
"55","Procarbazine-54 mg/kg in Water-Rat-Bone marrow-5d-up","51/313",0.000163613568204564,0.0234294629668935,0,0,1.67719297091715,14.6217736908256,"NXT1;HP;HMGB2;CLTA;MKI67;BZW2;GJA1;CHCHD3;SLCO2B1;ACP5;MYBL2;CLIC2;CPA3;NUDC;VWF;PGAM1;TIMM23;PCOLCE;MRPS7;SDHB;COL4A1;VDAC2;DNAJC9;C1QB;C1QA;PRPS1;CDCA4;NDUFB5;MRPL18;PTTG1IP;COX5A;AIF1;C2;HLA-DMB;PRDX1;MGAT3;HMOX1;APOE;RRM1;VCAM1;MDH2;CMA1;HMGA2;RPL35A;LSM5;PAICS;SOD1;FABP4;NEDD4;TACC3;RAN",3.92156862745098,2
"56","Podophyllotoxin-4 mg/kg in Corn Oil-Rat-Bone marrow-5d-up","56/353",0.000166005401179413,0.0233474739230189,0,0,1.63294108727633,14.2122868040297,"HP;TMEM97;ATP5G3;BZW2;ATP5G1;GJA1;TUBA1B;SMPD1;ACP5;PGLYRP1;APOBEC1;ANXA1;PGAM1;ACTL6A;PCOLCE;MRPS7;SDHB;RCN3;HCK;TYROBP;PSMA1;COL4A1;VDAC2;RAB38;C1QB;C1QA;PRPS1;DNMT1;AHCY;LRP1;TIMM13;PTTG1IP;COX5A;AIF1;C2;PSMB7;EMG1;PRDX1;PGK1;FLNA;APOE;CD14;BCAP31;TRAP1;MDH2;CMA1;LAPTM5;NKG7;GGH;IMMT;COL1A1;COL5A1;ALOX5AP;LCN2;CYCS;PTPN7",7.14285714285714,4
"57","Azathioprine-20 mg/kg in Corn Oil-Rat-Spleen-3d-dn","50/306",0.000175915027956188,0.0243071361435603,0,0,1.6819216964535,14.541069963255,"MDC1;POP7;NXT1;HMGB2;TMEM97;ATP5G3;MKI67;TUBA1B;KNTC1;MYBL2;CD36;RFC3;LIG1;PGAM1;ACTL6A;TIMM23;MRPS7;CKAP5;CCNA2;SLC7A7;TYROBP;PSMA1;KIFC1;MCM4;DNAJC9;EEF1E1;PRPS1;PCNA;CDCA8;TYMS;USP18;AURKB;PSMB7;RACGAP1;PRDX1;CCL5;HMOX1;RRM1;CDKN2C;MDH2;ATAD2;GGH;HMGA2;IMMT;COQ3;POLA2;PRC1;ANP32E;CYCS;GCLM",8,4
"58","Etoposide-188 mg/kg in Corn Oil-Rat-Bone marrow-3d-up","51/314",0.000177290546539999,0.0240748335267075,0,0,1.67185159202887,14.4409870458042,"CDKN1C;GMFG;ITGB2;HP;CLTA;GJA1;SMPD1;SLCO2B1;ACP5;PGLYRP1;TPSAB1;APOBEC1;CD53;CPA3;ANXA1;VWF;PGAM1;PCOLCE;TYROBP;RASA3;COL4A1;SERPING1;C1QB;C1QA;LRP1;PTTG1IP;COX5A;AIF1;C2;HLA-DMB;CCL5;HMOX1;FLNA;APOE;BCAP31;VCAM1;CMA1;RARRES2;LAPTM5;NKG7;GGH;RPL35A;COL1A1;FABP4;PTPRC;NEDD4;ALOX5AP;LCN2;PTPN6;RAN;MXD4",3.92156862745098,2
"59","Chlorambucil-4.5 mg/kg in Corn Oil-Rat-Spleen-5d-up","46/276",0.000197488355496214,0.0263630218286132,0,0,1.71556013038257,14.6334378707739,"C1QB;C1QA;RAMP2;RTN1;LRP1;HTRA1;PTTG1IP;AIF1;TUBA1B;HLA-DMA;PRDX1;SMPD1;SLCO2B1;CCL5;HMOX1;ACP5;ACP2;APOE;CD36;CLIC2;PTRF;APOBEC1;BCAP31;AOC3;ANXA1;VCAM1;KCNJ8;IL15;TNFSF12;IGFBP3;RARRES2;IL18;LAPTM5;NKG7;PCOLCE;RCN3;HCK;CXCL11;FABP4;TYROBP;COL5A1;COL4A1;NEDD4;SERPING1;PTPN7;ANAPC2",2.17391304347826,1
"60","Thioguanine-12 mg/kg in Corn Oil-Rat-Spleen-0.25d-up","47/285",0.00021797362240592,0.0286126708344837,0,0,1.69750160269433,14.311867722361,"C1QB;COL18A1;C1QA;TRAF3IP3;LRP1;GMFG;ELN;ITGB2;ICAM2;CLTA;PTTG1IP;RAB21;HLA-DMA;HLA-DMB;TCOF1;SLCO2B1;CCL5;MGAT3;HMOX1;FLNA;ACP5;CD37;APOE;CLIC2;CD53;MAP4K2;VCAM1;PGAM1;IGFBP3;MMP2;IL18;LAPTM5;LY86;HMHA1;RPL35A;BST1;HCK;PTP4A3;FABP4;TYROBP;PTPRC;RASA3;SERPING1;LCP2;PTPN6;RAPGEF5;MXD4",2.12765957446809,1
"61","Betamethasone-79 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","49/302",0.00024092031080171,0.0311063666864635,0,0,1.67011482891548,13.9138006921316,"TRAF3IP3;PLXND1;GMFG;HP;HMGB2;ATP5G3;TUBA1B;STMN1;ACP5;CD37;TMPO;CD53;SUPT16H;RFC3;PGAM1;ACTL6A;HMHA1;ATP1B3;SDHB;CKAP5;HCK;PTP4A3;PSMA1;RASA3;KIFC1;VDAC2;BLK;AHCY;PCNA;TIMM13;CDCA8;COX5A;STRN4;PSMB7;HLA-DMB;PGK1;FLNA;ST3GAL6;MGAT1;CDKN2C;CMA1;NKG7;SOD1;COL1A1;BST1;PRC1;ANP32E;LCN2;PTPN7",0,0
"62","Daunorubicin-4 mg/kg in Saline-Rat-Heart-5d-up","50/310",0.000242188898143881,0.0307658026093743,0,0,1.66021948101539,13.8226430120567,"PLXND1;ELN;HMGB2;MKI67;ATP5G1;LOXL1;RGS4;RGS5;GJA1;TUBA1B;SOX18;ADORA3;STMN1;CD36;CLIC2;PTRF;TMPO;LIG1;DST;PGAM1;CCNA2;PTP4A3;PSMA1;KIFC1;COL4A1;PPAP2B;ITGA7;SUCLG1;DNAJC9;TIMM13;STRN4;ACAT1;RACGAP1;PERP;SERPINH1;MGAT3;PGK1;FLNA;CDKN2C;TNFSF12;RARRES2;GOT2;HMGA2;POLA2;COL5A1;PRC1;NEDD4;COL5A3;ANP32E;MXD4",2,1
"63","Daunorubicin-3.25 mg/kg in Saline-Rat-Bone marrow-3d-dn","44/264",0.00026861570555852,0.033581226936173,0,0,1.71556013038257,14.1057279184449,"MDC1;PRPS1;FEN1;NXT1;CDCA4;GMFG;TIMM13;CDCA8;ATP5G3;MKI67;KIF15;RACGAP1;ADORA3;STMN1;CASP2;CD37;KNTC1;MYBL2;RBM10;TMPO;SUPT16H;RFC3;RRM1;CDKN2C;LIG1;ACTL6A;NKG7;HMGA2;IMMT;LSM5;CKAP5;SOD1;CCNA2;PTP4A3;ESPL1;KIFC1;PSMC4;PRC1;ANP32E;VDAC2;MCM4;MCM5;DNAJC9;RAN",0,0
"64","Gemcitabine-11 mg/kg in Saline-Rat-Bone marrow-3d-up","54/344",0.000281314545162656,0.0346192712140794,0,0,1.61581826233707,13.2109901192904,"ELN;ATP5G3;BZW2;ATP5G1;LOXL1;CTGF;GJA1;TUBA1B;CHCHD3;SMPD1;SLCO2B1;STMN1;ACP5;CLIC2;APOBEC1;PCOLCE;SDHB;PDGFRL;RCN3;TYROBP;KARS;COL4A1;SERPING1;VDAC2;PPARG;C1QB;C1QA;PRPS1;DNMT1;LRP1;NDUFB5;HTRA1;PTTG1IP;AIF1;C2;STIP1;HLA-DMB;PRDX1;POLR2F;CCL2;APOE;VCAM1;RARRES2;LAPTM5;RPL35A;SOD1;COL1A1;COQ3;FABP4;NEDD4;COL5A3;CYCS;RAN;MXD4",3.7037037037037,2
"65","Irinotecan-5 mg/kg in Saline-Rat-Bone marrow-1d-up","44/265",0.000292431038748613,0.0354336440182165,0,0,1.70908631856981,13.9073167965607,"C1QB;C1QA;PRPS1;DNMT1;AHCY;PCNA;NXT1;TIMM13;HP;TMEM97;PTTG1IP;ATP5G3;TYMS;COX5A;PSMB7;GJA1;SMPD1;ADORA3;PGK1;FLNA;ACP5;APOE;CD36;CTSD;ANXA1;VCAM1;VWF;MDH2;TIMM23;NKG7;HMGA2;PCOLCE;SDHB;HCK;TYROBP;PSMA1;RASA3;COL4A1;PRC1;NEDD4;ALOX5AP;SERPING1;CYCS;SOLH",4.54545454545455,2
"66","Doxorubicin-3 mg/kg in Saline-Rat-Bone marrow-1d-dn","46/281",0.000299747180019329,0.0357698301489732,0,0,1.68503414941491,13.6699594641705,"MDC1;FEN1;PCNA;HMGB2;CDCA8;ATP5G3;MKI67;ATP5G1;KIF15;RACGAP1;STMN1;SCMH1;KNTC1;MYBL2;SEPHS1;RBM10;TMPO;SUPT16H;RFC3;RRM1;CDKN2C;LIG1;MDH2;RFC2;CMA1;ATAD2;ATP1B3;NUP153;CKAP5;SOD1;CCNA2;BST1;PTP4A3;ESPL1;RASA3;KIFC1;PSMC4;CCNE1;DKC1;PRC1;TOLLIP;ANP32E;MCM4;DNAJC9;MXD3;CDKN3",0,0
"67","Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-5d-dn","52/329",0.00030527398888529,0.0358856408426947,0,0,1.62691416619867,13.1687327352499,"NXT1;GLDC;HMGB2;CLTA;MKI67;ATP5G1;ADORA3;STMN1;CASP2;CD37;MYBL2;CCR5;RFC3;LIG1;PGAM1;MMP2;CCNA2;PTP4A3;KARS;MSH2;KIFC1;TFAM;DNAJC9;EEF1E1;ANAPC2;BLK;PCNA;CDCA4;NDUFB5;CDCA8;PSMB7;RACGAP1;TCOF1;MGAT3;MGAT1;RBM10;RRM1;RARRES2;ATAD2;HMGA2;RPL35A;LSM3;SOD1;PSMC4;PRC1;ANP32E;TACC3;PTPN6;PTPN7;GCLM;SOLH;RAN",0,0
"68","Mitomycin C-1.7 mg/kg in Saline-Rat-Bone marrow-1d-dn","47/290",0.000327485826516455,0.0379305642594647,0,0,1.66823433368236,13.386022032654,"MDC1;FEN1;DNMT1;CDCA4;GMFG;HP;HMGB2;CDCA8;CLTA;ATP5G3;MKI67;COX5A;ATP5G1;KIF15;TUBA1B;RACGAP1;PRDX1;STMN1;PGK1;CD37;MYBL2;RBM10;TMPO;RRM1;ANXA1;CDKN2C;LIG1;GGH;IMMT;RPL35A;LSM5;SDHB;SOD1;CCNA2;KIFC1;PSMC4;CCNE1;PRC1;TOLLIP;ANP32E;TACC3;MCM4;DNAJC9;GCLM;MXD3;RAN;CDKN3",4.25531914893617,2
"69","Thioguanine-12 mg/kg in Corn Oil-Rat-Bone marrow-3d-dn","47/291",0.000354560710259024,0.0404713065797113,0,0,1.66250156964909,13.2079614589633,"PRPS1;FEN1;DNMT1;PCNA;NXT1;TIMM13;HMGB2;CDCA8;ATP5G3;MKI67;KIF15;PSMB7;RACGAP1;STMN1;CD37;KNTC1;MYBL2;CD36;SEPHS1;RBM10;TMPO;SUPT16H;RFC3;RRM1;CDKN2C;LIG1;ACTL6A;ATAD2;ATP1B3;CKAP5;SOD1;CCNA2;PTP4A3;MSH2;KIFC1;PSMC4;CCNE1;PRC1;ANP32E;VDAC2;CYCS;MCM4;DNAJC9;EEF1E1;GCLM;MXD3;CDKN3",2.12765957446809,1
