"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP005 HEPG2 24H-pelitinib-10","39/113",1.84306006286724e-24,6.10439923422257e-20,0,0,7.66961651917404,419.149259310709,"IFITM1;COL15A1;ITIH2;C1S;THBS2;LTBP1;ETS2;C3;LAPTM4B;GJA1;C5;PRDX4;DPYSL2;APOH;CTSK;GPC3;IGFBP1;FGB;FGA;TLE1;SERPIND1;MMD;SERPINF1;EDEM1;FGG;DNAJC12;EMP1;CP;DUSP6;DCN;ASPN;TGFBR2;COL1A1;FABP1;VCAN;COL6A2;DLC1;MGP;MXRA5"
"LJP006 HEPG2 24H-QL-XII-47-1.11","51/219",1.04213990172605e-22,1.72583578425343e-18,0,0,5.17503805175038,261.937634529855,"IFITM3;LGALS3BP;IFITM1;IFITM2;SERPINA1;DEFB1;TMEM97;IFIT1;SERPINA6;LIPA;IFI44L;FCGRT;DPYSL2;TNFSF10;CTSH;PHGDH;FGB;FGA;MME;DAPK1;AHSG;DCXR;KAZN;TBC1D9;EMP2;NME4;SLC39A14;NIPSNAP1;DCN;PSME1;S100A4;CRYAB;ITIH2;IFI6;AFP;THBS2;SULT1A1;C5;EBP;APOH;CDKN2C;SERPIND1;CCL20;MX1;IFI44;DNAJC12;LYZ;SORL1;FABP1;PSAT1;ALB"
"LJP006 HEPG2 24H-QL-XII-47-3.33","43/176",3.36579221122217e-20,3.71594679426298e-16,0,0,5.42929292929293,243.438845378823,"IFITM3;IFITM1;GRN;IFITM2;SERPINA1;ITIH2;DEFB1;SNX10;TMEM97;IFI30;IFIT1;SERPINA6;THBS2;LIPA;C3;C5;FCGRT;DPYSL2;APOH;TNFSF10;PHGDH;VAV3;FGB;FGA;SERPIND1;DAPK1;CCL20;KAZN;ASNS;TBC1D9;NME4;DUSP9;SLC39A14;NIPSNAP1;PSMB8;PSMB9;FABP1;KRT18;PSAT1;ALB;PSME1;CFB;HLA-DQB1"
"LJP006 HME1 3H-GSK-1059615-10","34/108",4.95731854551365e-20,4.10478368864894e-16,0,0,6.99588477366255,310.972932913419,"CXCL6;CHIC2;BCL2A1;INSIG1;CXCL1;ADO;CXCL3;PTGS2;CXCL2;PTHLH;ELK3;S100A12;PHLDA1;SERPINB3;EGR3;MME;IGFBP4;IGFBP3;MMP3;PLAUR;EMP1;G0S2;SERPINB9;CSNK1E;INHBA;DUSP6;TNFRSF1A;TGFBR2;IL1B;MALL;PTX3;EPHA2;HBEGF;B4GALT5"
"LJP006 HA1E 24H-QL-XII-47-1.11","43/178",5.3789266029583e-20,3.56310856033164e-16,0,0,5.36828963795256,238.186786508996,"NOTCH2;IDI1;INSIG1;CTSZ;TNFAIP2;DEFB1;AEBP1;HMGCR;THBS2;LIPA;GNS;LITAF;LAPTM4B;SNN;RAB11FIP1;DPYSL2;ANPEP;NT5DC2;TNFSF10;CHST15;RAC2;CYP1B1;CCL2;PHGDH;STAT6;IL32;ST6GAL1;DAPK1;CCL20;MMP2;CYP51A1;ASNS;EMP2;ACSL3;INHBA;SOD2;SLC39A14;MMP10;TGFBR2;COL1A1;CPD;CD47;CRYAB"
"LJP006 HME1 3H-dasatinib-3.33","36/127",1.98148049558463e-19,1.09381025823764e-15,0,0,6.2992125984252,271.277306938865,"PPP1R15A;CXCL6;CHIC2;COL15A1;BCL2A1;CXCL1;CXCL3;IL2RG;PTGS2;CXCL2;ELK3;PLAU;PIM1;PHLDA1;JUNB;EGR3;CCL20;PLAUR;EMP1;G0S2;INHBA;DUSP6;PDP1;SFRP1;IL6;IFI27;AXL;COL6A2;IL1B;DLC1;COL9A3;S100P;PTX3;S100A9;EPHA2;HBEGF"
"LJP008 HEPG2 24H-pracinostat-10","45/213",2.10003060859977e-18,9.93644482677614e-15,0,0,4.69483568075117,191.101313397868,"IFITM3;LGALS3BP;SERPINA1;ITIH2;SHMT2;KEAP1;AFP;AEBP1;MSLN;AQP3;ASGR2;CRYZ;CASP7;TTR;ANPEP;APOH;CTSH;NBN;APOB;PHLDA1;SNX5;IGFBP1;FGB;FGA;TLE1;SERPIND1;EIF1AY;AHSG;CCL20;IGFBP4;SERPINF1;FGG;KRT13;APOA2;APOA1;BAZ1A;LYZ;TGFBR2;VCAN;DLC1;COL6A2;COL6A1;COL9A3;S100P;CFB"
"LJP006 HME1 3H-KIN001-043-10","30/92",2.55044126542156e-18,1.05591456440034e-14,0,0,7.2463768115942,293.552646988621,"NOTCH2;BCL2A1;CRCT1;TNFAIP3;CXCL1;GLRX;CXCL3;PTGS2;CXCL2;PTHLH;PIM1;S100A12;JUNB;IL32;SLC31A2;GADD45B;CCL20;PLAUR;EMP1;SERPINB9;SOD2;NFKBIA;IL6;SLC6A8;IFI27;IL1B;RBMS1;PTX3;RHCG;TRIB1"
"LJP006 HEPG2 24H-BI-2536-10","35/131",5.08462650682712e-18,1.87119905036245e-14,0,0,5.93723494486853,236.422536623853,"IFITM2;SERPINA1;ITIH2;C1S;SHMT2;C1R;GLRX;THBS2;ASGR2;CRYZ;C5;FCGRT;APOH;ARHGDIB;GPC3;APOB;PHLDA1;GBP1;SRGN;FGB;IGFBP4;AHSG;FGG;APOA2;KRT13;LYZ;SLC39A14;PSMB8;PSMB9;COL1A1;CXCL10;KRT18;COL6A1;MGP;S100P"
"LJP008 HA1E 24H-(+)-JQ1-1.11","32/110",8.68207699304984e-18,2.87559072086804e-14,0,0,6.46464646464646,253.965387564807,"LGALS3BP;C1QB;CXCL9;CALML5;CRISP3;AMD1;TNFAIP2;CXCL1;CNDP2;EBP;IFI16;BASP1;ANPEP;CCL2;CYTL1;CCL18;GBP1;CBR3;IL32;IGFBP3;CYP51A1;PSMB8;CXCL10;SFRP1;P2RX5;AXL;FABP7;HLA-DPB1;S100A9;TRIB2;CRYAB;HLA-DQB1"
