"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP006 HA1E 24H-NVP-TAE684-3.33","59/150",1.41104460613086e-59,4.67422636226908e-55,0,0,18.5973207249803,2520.08927403232,"IFITM1;CD40;C1ORF38;UBE2L6;IFI35;IFIT1;IFI44L;IFIT3;ICAM1;OASL;HERC5;IFIH1;RASSF2;LAMP3;TNFSF10;TRIM22;HERC6;HIST1H1C;RSAD2;SP110;DDX58;TAP1;PLSCR1;OAS1;OAS2;IRF1;OAS3;IRF7;TRIM14;LTB;IRF9;BIRC3;UBA7;IFI6;DDX60;USP18;RELB;CCL5;GBP2;GBP1;APOL3;RARRES3;STAT1;MX2;MX1;NKG7;IFI44;EIF2AK2;TDRD7;ISG15;NMI;PARP12;PSMB8;PSMB9;ISG20;BST2;CXCL11;BCL6;XAF1"
"LJP006 HA1E 24H-WZ-4-145-10","55/165",7.60100970658901e-51,1.25895523770234e-46,0,0,15.7604412923562,1818.81101100234,"RTP4;IFITM1;IFIT5;UBE2L6;IFI35;IFIT1;TMEM140;IFI44L;IFIT3;IFIT2;OASL;HERC5;IFIH1;CASP10;LAMP3;TNFSF10;CASP1;LGALS9;TRIM22;HERC6;WARS;RSAD2;SP110;CD300A;DDX58;SWAP70;RNASE6;PLSCR1;TYROBP;SLC7A7;OAS1;OAS2;OAS3;IRF7;IRF9;TRANK1;IFI6;CXCR4;DDX60;USP18;APOL1;RAP1GAP2;RARRES3;STAT1;MX2;MX1;IFI44;ISG15;PARP12;PSMB9;ISG20;BST2;BCL6;SLCO3A1;XAF1"
"LJP006 HA1E 24H-AZD-7762-0.37","47/110",1.37506550731023e-49,1.51834733317195e-45,0,0,20.2020202020202,2272.89228656655,"RTP4;IFITM1;IFI6;UBE2L6;IFI35;IFIT1;TMEM140;DDX60;USP18;IFI44L;IFIT3;IFIT2;ICAM1;OASL;RELB;HERC5;IFIH1;SYNGR2;LAMP3;TNFSF10;PMAIP1;TRIM22;HERC6;HIST1H1C;DENND2D;RSAD2;DDX58;STAT1;MX2;MX1;TAP1;IFI44;ISG15;HLA-G;PSMB8;ISG20;BST2;PLSCR1;BCL6;OAS1;OAS2;OAS3;IRF7;XAF1;IRF9;LY6E;BIRC3"
"LJP006 HA1E 24H-NVP-TAE684-1.11","45/111",3.16106469030136e-46,2.61783572327307e-42,0,0,19.1681042744873,2008.20405174552,"IFITM1;UBA7;IFI6;UBE2L6;IFI35;IFIT1;DDX60;USP18;IFI44L;IFIT3;CTSS;IFIT2;ICAM1;OASL;RELB;HERC5;IFIH1;CCL5;TNFSF10;GBP2;GBP1;TRIM22;APOL3;HERC6;RSAD2;SP110;DDX58;STAT1;MX2;MX1;IFI44;EIF2AK2;ISG15;PARP12;ISG20;BST2;CXCL11;PLSCR1;OAS1;OAS2;OAS3;RFX5;IRF7;XAF1;IRF9"
"LJP006 HA1E 24H-saracatinib-3.33","42/99",3.26131984341989e-44,2.16068962266254e-40,0,0,20.0587434629988,2008.51432001845,"IFITM1;C1ORF38;IFI6;SECTM1;UBE2L6;IFI35;IFIT1;DDX60;IFI44L;IFIT3;OASL;HERC5;PYCARD;IFIH1;IFI16;TNFSF10;CASP1;GBP2;TRIM22;HERC6;MAP3K5;RSAD2;SP110;RARRES3;DDX58;STAT1;MX2;MX1;IFI44;EIF2AK2;ISG15;PSMB8;PSMB9;PLSCR1;BCL6;OAS1;OAS2;OAS3;C19ORF66;XAF1;PION;LY6E"
"LJP006 HA1E 24H-JW-7-24-1-10","48/149",1.346033004395e-43,7.43144821726477e-40,0,0,15.2315674234852,1503.56890471656,"RTP4;IFITM1;SP100;IFI6;UBE2L6;IFI35;IFIT1;TMEM140;DDX60;N4BP2L2;USP18;IFI44L;IFIT3;IFIT2;OASL;RELB;HERC5;IFIH1;CCL5;TNFSF10;PMAIP1;TRIM22;HERC6;RSAD2;SP110;DDX58;STAT1;MX2;MX1;TAP1;IFI44;ISG15;PARP12;PSMB8;HLA-E;PSMB9;ISG20;PLSCR1;EVI2A;OAS1;OAS2;OAS3;IRF7;C19ORF66;XAF1;EVI2B;PION;IRF9"
"LJP006 HA1E 24H-WZ-4-145-0.37","41/123",4.94507618669302e-38,2.34015133943419e-34,0,0,15.7604412923562,1353.81940365649,"RTP4;HCP5;IFITM1;IFI6;CXCR4;UBE2L6;IFI35;IFIT1;TMEM140;DDX60;USP18;IFI44L;IFIT3;HERC5;IFIH1;LAMP3;TNFSF10;GBP2;GBP1;TRIM22;HERC6;RSAD2;STAT1;MX1;TAP1;IFI44;ISG15;PARP12;PSMB8;HLA-E;PSMB9;BST2;CXCL11;PLSCR1;OAS1;OAS2;OAS3;IRF7;FAS;XAF1;LY6E"
"LJP006 HA1E 24H-saracatinib-1.11","35/83",7.23022929013284e-37,2.99385719331176e-33,0,0,19.9379076590048,1659.18039203567,"IFITM1;C1ORF38;IFI6;UBE2L6;IFI35;IFIT1;DDX60;IFI44L;IFIT3;ICAM1;HERC5;PYCARD;IFIH1;TNFSF10;GBP1;HERC6;MAP3K5;RSAD2;SP110;DDX58;STAT1;MX1;TAP1;IFI44;ISG15;NMI;PARP12;PSMB8;PSMB9;PLSCR1;OAS1;OAS2;OAS3;IRF7;TRIM14"
"LJP009 HT29 24H-chelerythrine chloride-10","36/94",4.70258019938611e-36,1.73086301872071e-32,0,0,18.1077410593029,1472.97332749861,"IFITM1;IFI6;IFIT1;DDX60;USP18;IFI44L;IFIT3;HERC5;IFIH1;GRB10;TNFSF10;TRIM22;HERC6;HIST1H1C;RSAD2;DDX58;STAT1;MX1;TAP1;IFI44;ISG15;BTN3A2;HLA-G;PARP12;PSMB8;PSMB9;BST2;ISG20;PLSCR1;OAS1;OAS2;IRF7;XAF1;IRF9;LY6E;BIRC3"
"LJP008 HA1E 24H-PD-0325901-0.37","37/106",2.89934763847138e-35,9.6043789872003e-32,0,0,16.5038583344485,1312.48571404977,"IFITM1;SP100;LST1;IFI6;CSF2RB;IFI35;IFIT1;DDX60;USP18;IFI44L;IFIT3;ICAM1;HERC5;IFIH1;TNFSF10;GBP2;GBP1;HERC6;RSAD2;STAT1;MX1;TAP1;IFI44;ISG15;CFLAR;HLA-G;PSMB8;HLA-E;BST2;CXCL11;PLSCR1;OAS1;OAS2;OAS3;IRF7;XAF1;IRF9"
"LJP007 HA1E 24H-AST1306-10","39/129",2.4598068063494e-34,7.40759638792093e-31,0,0,14.2943537302765,1106.20873553933,"IFITM1;IFI6;LY96;IFI35;IFIT1;DDX60;IFI44L;IFIT3;HERC5;IFIH1;GRB10;PMAIP1;STX3;TRIM22;HERC6;MAP4K4;WARS;RSAD2;DDX58;STAT1;MX2;PHF11;MX1;IFI44;ISG15;NMI;PARP12;PSMB8;HLA-E;PSMB9;ISG20;BST2;PLSCR1;ZEB1;OAS1;OAS2;OAS3;IRF7;XAF1"
"LJP007 HA1E 24H-PD-0325901-0.04","34/88",2.92414898555686e-34,8.07211327462971e-31,0,0,18.267784225231,1410.54494344019,"SP100;IFIT5;IFI6;IFI35;IFIT1;DDX60;IFI44L;IFIT3;ICAM1;IFIH1;LAMP3;COBLL1;TNFSF10;GBP1;TRIM22;HERC6;RSAD2;DDX58;VDR;STAT1;MX1;IFI44;ISG15;CFLAR;BST2;ISG20;PLSCR1;CXCL11;OAS1;OAS2;OAS3;IRF7;XAF1;IRF9"
"LJP006 HA1E 24H-WZ-4-145-1.11","35/117",9.92852939916092e-31,2.52994203751234e-27,0,0,14.1439857751914,977.133374931622,"IFITM1;IFI6;UBE2L6;IFI35;IFIT1;TMEM140;DDX60;USP18;IFI44L;IFIT3;IFIT2;ICAM1;HERC5;IFIH1;IFI16;CASP10;TNFSF10;CASP1;GBP1;TRIM22;RSAD2;STAT1;MX2;MX1;IFI44;EIF2AK2;ISG15;PARP12;PSMB9;BST2;PLSCR1;OAS1;OAS2;OAS3;XAF1"
"LJP006 HA1E 24H-selumetinib-10","37/137",1.28849810512901e-30,3.04877058789311e-27,0,0,12.7694086383324,878.84274433388,"IFITM1;IFI6;UBE2L6;CSF2RB;IFI35;IFIT1;DDX60;USP18;IFI44L;IFIT3;IFIT2;ICAM1;HERC5;IFIH1;LAMP3;GBP2;GBP1;DENND2D;WARS;RSAD2;STAT1;MX2;MX1;TAP1;ISG15;CFLAR;PARP12;PSMB9;ISG20;BST2;CXCL11;PLSCR1;OAS1;LCK;OAS3;IRF7;IRF9"
"LJP008 HA1E 24H-PD-0325901-10","31/91",2.50919329940935e-29,5.54130248241561e-26,0,0,16.1068246174629,1060.71503810562,"IFITM1;IFI6;CSF2RB;IFIT1;USP18;IFI44L;IFIT3;ICAM1;HERC5;GRB10;HERC6;RSAD2;STAT1;MX2;MX1;TAP1;IFI44;ISG15;CFLAR;PSMB8;HLA-E;PSMB9;BST2;PLSCR1;CXCL11;OAS1;OAS2;OAS3;IRF7;XAF1;IRF9"
"LJP008 HA1E 24H-PD-0325901-3.33","27/70",2.0974232304631e-27,4.34245262077004e-24,0,0,18.2370820668693,1120.2873182853,"IFITM1;IFI6;IFIT1;DDX60;IFIT3;IFIT2;ICAM1;OASL;HERC5;IFIH1;LAMP3;GRB10;TNFSF10;GBP1;HERC6;RSAD2;STAT1;MX1;TAP1;ISG15;CFLAR;OAS1;OAS3;IRF7;XAF1;IRF9;BIRC3"
"LJP005 HA1E 24H-PD-0325901-3.33","30/104",5.77670220087686e-26,1.12564139474263e-22,0,0,13.6388434260775,792.599283298827,"IFITM1;IFI35;IFIT1;CD3D;IFI44L;IFIT3;ICAM1;IFIH1;LAMP3;GBP1;TRIM22;HERC6;RSAD2;DDX58;STAT1;MX1;TAP1;ISG15;HLA-E;PSMB9;ISG20;BST2;CXCL11;PLSCR1;OAS3;IRF7;PRKCQ;CD69;XAF1;IRF9"
