"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP006 HME1 24H-XMD-1150-3.33","24/81",7.74972733207975e-14,2.56678718965814e-09,0,0,6.55522779416585,197.892714795987,"IFITM1;VCAM1;RARRES3;IFIT5;PLEKHA5;TAP1;IFI44;ISG15;NMI;IFIT3;PSMB8;TAPBP;PSMB9;ISG20;CXCL11;APOL6;IFI16;SLCO3A1;OAS2;TRIM14;SERPING1;CRELD2;GBP2;GBP1"
"LJP005 MCF7 3H-AS-601245-0.37","24/85",2.53046321427007e-13,4.19057360599195e-09,0,0,6.2467464862051,181.188155133561,"IFITM1;RSAD2;HPGD;STAT1;PRF1;GZMB;CFLAR;IFIT1;ETS1;GSPT2;IFI44L;IFIT3;IFIT2;OASL;CREB1;NAV3;OAS1;OAS2;OAS3;CCL4;FLNA;FYN;XAF1;APOBEC3A"
"CPC006 PC3 24H-trichostatin a-10.0","47/329",2.5161782719969e-12,2.77794468489364e-08,0,0,3.16055625790139,84.4130212524519,"BLK;DGKA;GPR65;AQP9;FAM13A;AK2;UBE2L6;C2;HLA-DMA;TUBB6;FRAT2;CALHM2;CASP10;CHL1;CLEC7A;OXCT1;ALDH3B1;COBLL1;CCL5;AKT3;RAC2;HOMER3;ARHGEF40;ACVR1;FZD1;CD52;CDV3;P2RY13;BTN3A1;EED;ERAP1;FBXO11;ARHGAP25;ARL4C;CYLD;NUDT21;FAM125B;PTPRC;CREB1;APPBP2;GORASP2;ELF4;RFX5;NMT1;EVI2B;MYO1F;ASB1"
"LJP006 HS578T 24H-CHIR-99021-3.33","24/94",2.80771057012286e-12,2.32485454482598e-08,0,0,5.64865373752589,150.246573385777,"SRGN;IFITM1;STAT1;RFTN1;IFI6;LAPTM5;PAWR;CYBB;GIMAP4;CSF2RB;GIMAP6;CD3D;GLIPR1;EFEMP1;VNN1;GNLY;LCK;CCL5;TRBC1;CDC42EP3;TNFSF10;MAP7;GBP1;BIRC3"
"LJP008 HA1E 24H-(-)-JQ1-10","19/58",4.14785277883476e-12,2.74762063775572e-08,0,0,7.24748245346353,189.945138864522,"CD97;GZMA;PRF1;TNFAIP3;GZMB;IL2RG;RASGRP1;CTSS;ICAM1;CD2;CXCL11;CCL8;CCL5;TRBC1;CCL2;GBP2;IL7R;GBP1;FCGR1B"
"CPC006 HCC515 24H-trichostatin a-10.0","41/285",5.11307621974649e-11,2.82250329123706e-07,0,0,3.1827356000621,75.4201231793052,"FAM13A;UBE2L6;ARID4B;CRYZ;HLA-DMA;TUBB6;FRAT2;CALHM2;CASP10;CHL1;OXCT1;CCL5;AKT3;RAC2;HOMER3;ARHGEF40;IKBKE;CYTH1;ACVR1;CDV3;APOBEC3G;BTN3A1;EED;ERAP1;AKR1A1;CFLAR;FBXO11;ARHGAP25;CYLD;PIGB;FAM125B;PTPRC;CREB1;APPBP2;BCL6;GORASP2;RFX5;CDC42EP3;ELMO1;CD44;ASB1"
"CPC003 PC3 24H-trichostatin a-10.0","35/219",7.06537915139244e-11,3.34303461247527e-07,0,0,3.53578211500384,82.6426462776163,"BLK;AK2;UBE2L6;CRYZ;HLA-DMA;TUBB6;FRAT2;CASP10;CLEC7A;OXCT1;AKT3;RAC2;HOMER3;ARHGEF40;ACVR1;FZD1;ABCA2;CD52;CDV3;BTN3A1;EED;NOSIP;FBXO11;ARHGAP25;BCR;NUDT21;FAM125B;PTPRC;CREB1;APPBP2;GORASP2;ELF4;RFX5;NMT1;ASB1"
"CPC011 PC3 24H-trichostatin a-10.0","35/224",1.34195409076804e-10,5.55585768004102e-07,0,0,3.45685840707965,78.5803515678165,"BLK;UBE2L6;CRYZ;HLA-DMA;FRAT2;CASP10;CLEC7A;OXCT1;CCL5;AKT3;RAC2;ATXN7L1;ARHGEF40;ACVR1;FZD1;ABCA2;CD52;CDV3;APOBEC3G;BTN3A1;EED;NOSIP;FBXO11;ARHGAP25;NUDT21;FAM125B;PTPRC;CREB1;APPBP2;GORASP2;RFX5;NMT1;ZYX;MYO1F;ASB1"
"CPC001 PC3 24H-trichostatin a-10.0","40/283",1.51955077681939e-10,5.59211569767057e-07,0,0,3.12705212795897,70.694631415396,"BLK;CX3CR1;FAM13A;ARID4B;C2;CRYZ;HLA-DMA;TUBB6;FRAT2;CASP10;CHL1;CLEC7A;OXCT1;CCL5;AKT3;RAC2;HOMER3;ARHGEF40;FZD1;CD52;CDV3;APOBEC3G;BTN3A1;EED;ERAP1;NOSIP;FBXO11;ARHGAP25;NUDT21;FAM125B;PTPRC;CREB1;APPBP2;GORASP2;ELF4;RFX5;NMT1;ELMO1;MYO1F;ASB1"
"LJP006 PC3 24H-BI-2536-0.37","20/78",1.69450466459225e-10,5.61236889959598e-07,0,0,5.67279328341275,127.629115413521,"CD52;IFITM1;PRKCH;RSAD2;CFH;RARRES3;MX2;IFIT5;KCNJ15;IFI44;ISG15;IFIT1;IFI44L;IFIT3;HS3ST1;PSMB8;PSMB9;BST2;HERC6;LY6E"
"LJP008 HCC515 24H-IOX2-10","14/37",3.1074964246462e-10,9.3566717346097e-07,0,0,8.37120306146855,183.262658159128,"FCN1;CD52;FCER1G;GZMA;C5AR1;GZMB;CST7;IFI30;CASP7;TYROBP;PDCD4;MNDA;IL7R;GBP1"
"CPC001 PC3 24H-vorinostat-10.0","36/243",3.37317519645552e-10,9.31024464015026e-07,0,0,3.27761389708292,71.4847474086174,"SATB1;GMFG;DGKA;AQP9;FAM13A;UBE2L6;ARID4B;TUBB6;CASP10;CHL1;CLEC7A;OXCT1;ALDH3B1;AKT3;HOMER3;ARHGEF40;FZD1;CD52;CDV3;APOBEC3G;BTN3A1;EED;NOSIP;FBXO11;ARHGAP25;NUDT21;FAM125B;PTPRC;CREB1;APPBP2;GORASP2;RFX5;NMT1;ELMO1;MYO1F;ASB1"
