"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"LJP005 MCF7 24H-TG-101348-1.11","6/28",2.19289540337156e-05,0.0047471169055601,0,0,10.1317122593718,108.689996883009,"IFI16;GNLY;GZMB;CSF2RB;GBP2;LY6E"
"CPC011 A549 24H-vorinostat-10.0","12/131",2.25219060141011e-05,0.00484381850060418,0,0,4.33111363759407,46.347342847789,"ACVR1;CD97;CYLD;HLA-DMA;FAM125B;ELF4;HFE;CCL5;RFX5;ERAP1;UBE2L6;CFLAR"
"LJP006 HS578T 24H-XMD-1150-3.33","12/131",2.25219060141011e-05,0.00481256805866479,0,0,4.33111363759407,46.347342847789,"WARS;ZEB1;IFI16;RARRES3;CCL5;TRBC1;IL7R;GBP1;PSMB8;IGF1R;BIRC3;PSMB9"
"CPC015 A375 6H-vorinostat-10.0","11/111",2.363371355345e-05,0.00501777068335779,0,0,4.68553660043022,49.9142544988305,"ACVR1;CDV3;ENTPD1;HLA-DMA;CLEC7A;HFE;RFX5;ERAP1;UBE2L6;BAHCC1;IKBKE"
"CPC008 A549 6H-vu0415556-1-10.0","10/92",2.4759842629634e-05,0.0052233805588287,0,0,5.13927433446397,54.508620957954,"CDV3;CD40;HLA-DMA;APOBEC3G;CASP10;IL15;HFE;RFX5;ARHGAP15;BAHCC1"
"CPC014 A375 6H-hy-10966-10.0","7/42",2.56393133731032e-05,0.00537468163437058,0,0,7.88022064617809,83.3048361370413,"CYLD;HLA-DMA;CCL5;ERAP1;CXCR4;ATXN7L1;IKBKE"
"CPC002 PC3 24H-vorinostat-10.0","16/225",2.56554773107324e-05,0.00534424568558973,0,0,3.36222747570265,35.5412777515594,"ACVR1;CX3CR1;CD52;CDV3;EED;GPR65;CYLD;NUDT21;HLA-DMA;FAM125B;PTPRC;CASP10;CLEC7A;ELF4;RFX5;ASB1"
"CPC006 HCC515 24H-BRD-K41859756-10.0","11/112",2.57179327405947e-05,0.00532377281438272,0,0,4.64370145221209,49.0761323924508,"PTPRC;BTN2A2;BCL6;EED;GPR65;CCL5;RFX5;ZYX;CPOX;CYBB;IKBKE"
"CPC014 PC3 24H-s2004-10.0","11/112",2.57179327405947e-05,0.00529070590249215,0,0,4.64370145221209,49.0761323924508,"ACVR1;CD52;NUDT21;HLA-DMA;APOBEC3G;HFE;RFX5;IL21R;IL16;FAIM3;MYO1F"
"CPC012 A549 6H-km00799-10.0","6/29",2.71591310261213e-05,0.00555270110318619,0,0,9.78234287111763,102.849569580881,"TNIP1;EED;COBLL1;CASP1;ZYX;BAHCC1"
