"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%protein","num_protein"
"257","cisplatin homo sapiens gpl201 gse6410 chdir up","40/87",8.70500056171027e-08,2.36423750664349e-07,0,0,2.2362359676193,36.3540030998813,"DDX3X;ACTB;HSP90B1;RPS14;LDHA;XPO1;LGALS1;ALCAM;PODXL;MYC;KIF5B;TRA2B;PCBP2;DHX15;CCT7;TNS3;ZNF146;EIF5A;HSPA8;JAG1;ANXA2;TPM1;KRT7;MID1;SND1;UGDH;SFPQ;ASPH;DKC1;SCD;IMPDH2;HNRNPA2B1;SMS;CKS2;TOP1;TGFBI;PFN1;SQSTM1;VCL;PFKP",2.5,1
"258","estradiol homo sapiens gpl96 gse1045 chdir down","31/60",9.00424442524789e-08,2.43603201892366e-07,0,0,2.51297016861219,40.7678765340787,"ARF4;NDUFB8;RPL3;WDR1;RPL32;RPL31;MT1X;CAPG;PHB;RPL8;ACTB;CST3;RPL7A;RPS16;RPS19;RDH11;PCBP2;RPL18;SERF2;KLF10;TPI1;MRPL49;TMA7;RPL35A;RPL23A;EEF2;EIF6;GORASP2;BHLHE40;TMBIM6;HNRNPC",0,0
"259","lubiprostone mus musculus gpl1261 gds4251 chdir up","75/206",9.70609849108501e-08,2.61577480570553e-07,0,0,1.77080578746553,28.5948414283157,"RPL5;PIGR;AHCYL1;RPL3;RPL32;RPL31;RPLP1;RPL9;ACTB;RPL7;RPS4X;RBM3;LGALS3;RPS14;PPP1CC;HINT1;LASP1;DMBT1;RPS18;ANPEP;FTH1;RPL35;RPLP2;MUC13;RPL38;RPS11;RPS12;RPL21;RPS7;RPS8;RPL13A;RPSA;ATP1B1;CTTN;RPL37A;TFF3;RPL24;KXD1;TMBIM6;RPL26;SGK1;TKT;RPL28;FBP1;LUC7L2;ARF6;ALDH9A1;ATP1A1;PLAC8;SLC9A3R1;CYB5R3;UCP2;RPL14;RPL13;RPL15;RPS27A;RPL41;SMAD4;MDH2;RPL23A;EEF2;KLF4;RPS26;NFKBIA;SLC4A7;RPS25;RPS29;RPS20;TGFBI;P4HB;CALM1;RPS21;RPS24;TPT1;RPS23",5.33333333333333,4
"260","ethanol rattus norvegicus gpl341 gse3311 chdir up","67/178",1.08403275100649e-07,2.91021100077896e-07,0,0,1.83076115944563,29.3606628138127,"BTG2;TRAM1;BTG1;SLC35B1;OGG1;HEXA;HSPB1;YBX1;RPL8;RPL9;LITAF;NUDT4;DDA1;HERPUD1;ZFP36;HINT1;RPS16;TMEM147;SNRPD2;SEC61G;BSG;AKT1;RPS12;HSP90AA1;SLC11A2;NDUFC1;FOS;DNAJC3;PCCA;DAD1;SUCLG2;TMBIM6;CRELD2;RTN3;SAR1A;NDUFB5;COX5B;OAZ1;CIAO1;HSPD1;TGOLN2;SNX3;STIP1;DNAJB1;LARP1;HSPH1;TRA2B;SLC38A2;SERF2;POLR2L;EGR1;RBM39;JUN;SDF2L1;TMEM30A;NDUFA4;NDUFA1;RPS26;NFKBIA;TM9SF2;DNAJA1;FAM111A;REEP5;UQCRQ;RPL27A;KLF9;NUCB2",2.98507462686567,2
"261","amoxicillin rattus norvegicus gpl341 distal small intestine gds1273 chdir down","49/117",1.27104101293149e-07,3.3991824790275e-07,0,0,2.03698160896604,32.3437223619263,"SLC25A3;ARF1;SPARC;RPL3;CD81;RPL31;RPLP1;RPL8;ACTB;PTPRF;EEF1B2;CAPNS1;DMBT1;C1QBP;RPS11;AP2M1;SLC34A2;MAP2K2;ANXA4;FOS;SUB1;CANX;SGK1;PPIA;BECN1;DDX5;OAT;MGST3;RPN1;TWF1;GLRX;ATP1A1;COX5A;HSPD1;CDC42;SAMM50;S100A10;HSPA8;HNRNPA3;MDH1;EEF2;EIF1;SPCS3;GLB1;CTNNB1;P4HB;CALM1;RAN;RPS23",2.04081632653061,1
"262","doxorubicin homo sapiens gpl96 gse12972 chdir up","36/76",1.49936525687249e-07,3.9944921728893e-07,0,0,2.30391152979726,36.2014858054581,"CXCL9;TNFAIP8;TAGLN;RPL12;TNFAIP3;GHITM;PTGS2;RND3;SAT1;HSD11B1;SDCBP;LGALS1;RPS19;GPNMB;SEC61G;FTH1;PI3;TMSB10;GBP1;S100A10;SERPINB2;ANXA2;RIPK2;ANXA5;HSPA6;TNFRSF10B;SOD2;EIF1;CXCL10;RPS27;ARPC2;ID2;RPL37A;VDAC3;RPL24;RPS20",2.77777777777778,1
"263","prednisolone homo sapiens gpl96 gse19143 chdir down","34/70",1.54271004211157e-07,4.09434072012879e-07,0,0,2.36242356864925,37.0535624276793,"IFITM3;BTG1;RPL3;SET;ZMYND8;HMGB1;NR3C1;ACTB;RPL7A;RPS16;RPS15A;MKNK2;RPL38;RPL15;RPL18;HNRNPA1;B2M;SF3B1;NKTR;MBNL1;RPL22;CIRBP;RPS3A;FOS;KLF4;EIF1;NFKBIA;RPS26;SFPQ;KLF6;GNAS;TXNIP;PPIA;S100A8",0,0
"264","valproic acid homo sapiens gpl570 gse14973 chdir down","144/473",1.82653204358377e-07,4.82924002432376e-07,0,0,1.48073806566251,22.9746528675074,"ATF1;CRTC3;ARAF;SLA;RCBTB2;NBN;AZI2;SLC35A5;HERC6;DDX17;PNISR;ALG8;GIN1;SECISBP2;ZBTB38;CIRBP;HUS1;ACSL5;VRK2;HLA-F;MR1;TRIM13;TXNIP;NHLRC2;SREK1;LRIF1;TRIB1;CDKL1;NSMAF;FAIM;TMEM87A;MTMR2;CUL5;SHC1;MEPCE;CREM;ZBTB1;ZNF24;DDX60;PRDM10;HMGXB4;UBR5;RIPK1;NAE1;ZBED5;MPDU1;ABCA1;CREBBP;NMB;DENND4B;EDEM1;GLMN;PHF11;LARP7;MYO5A;SUCO;SREK1IP1;NMI;LSM5;CLK4;PARP12;AIMP1;PARP11;COQ2;SP2;ZFP64;MYO5C;BHLHE40;ECHDC2;INTS7;ATM;FBXL5;ZCCHC4;ZNF532;DENND1B;DAZAP2;GMEB1;RNF14;PYROXD1;CTCF;ITGAL;N4BP2L2;TTC27;IKBKB;COIL;SENP6;UFL1;AKAP10;ING3;CASP4;IFT57;GABPA;TGIF1;USP46;GGPS1;VBP1;DESI2;COMMD10;VPS37C;MSL3;TBC1D9;NDUFC1;AMPD3;CKAP4;PIGB;CHMP3;RBMS1;NDUFS2;PFDN1;PIGG;ZMYND11;RBM23;RBM22;SASH3;GTF3C2;GTF3C3;USP16;TM2D1;DCTN4;PDHB;ADCY7;TMEM168;BCLAF1;ABLIM1;ZNF507;PGGT1B;TMEM209;DCPS;GBP1;RBM39;SPAG7;NFYC;CFLAR;SYNJ2BP;GTF2H5;PSMB8;LYRM2;FMNL1;CHPT1;CEP41;ATXN10;NRDE2;CLEC2D;MBTPS2",3.47222222222222,5
"265","candesartan rattus norvegicus gpl85 gse2739 chdir down","27/50",1.8602505271463e-07,4.89982969037025e-07,0,0,2.62645914396887,40.7032471758569,"IFITM3;RPL5;BTG2;SPARC;RPL3;RPL31;RPL11;RPL9;RPS4X;CDC42;RPS14;SDCBP;RPL37;RPS11;RPS27A;B2M;RPL39;EGR1;RPL21;RPL22;SERPINB9;KLF9;GNAS;ALPL;RPL27;RPL26;RPS21",0,0
"266","estradiol homo sapiens gpl570 gse11869 chdir up","40/89",1.86632755821503e-07,4.89735577306049e-07,0,0,2.18598347396494,33.8698968732357,"GPI;CD81;GSTP1;HMGB1;SAT1;RPS15;CHCHD2;CAPNS1;BASP1;TRIM2;FTH1;RPS2;PHLDA1;SOX4;RAB8A;AP2M1;TMPO;S100A10;IVNS1ABP;HSP90AA1;HNRNPA3;PLK2;TPM1;CIRBP;NDUFA1;RPL13A;ANXA11;ACTN4;ATP1B1;EEF2;TGFBR2;ENAH;ARPC2;RPL37A;MAL;TXNIP;PLXNB2;RPL27;P4HB;PFN1",7.5,3
