Gene Module seed_gene
10010 4348 0
100132406 4348 0
10019 4348 0
100507436 4348 0
10075 4348 0
10123 4348 0
10135 4348 0
10148 4348 0
10161 4348 0
10164 4348 0
10221 4348 0
10232 4348 0
10240 4348 0
10273 4348 0
10296 4348 0
10308 4348 0
1031 4348 0
10317 4348 0
10321 4348 0
10342 4348 0
10346 4348 0
10370 4348 0
10371 4348 0
10379 4348 1
10390 4348 0
10395 4348 0
10409 4348 0
10410 4348 0
10427 4348 0
10437 4348 0
10443 4348 0
10451 4348 0
10457 4348 0
10463 4348 0
1047 4348 0
10472 4348 0
10482 4348 0
105375355 4348 0
10549 4348 0
10555 4348 0
10559 4348 0
10561 4348 1
10581 4348 0
10616 4348 0
10658 4348 0
10682 4348 0
1070 4348 0
10724 4348 0
10735 4348 0
1075 4348 0
10767 4348 0
10844 4348 0
10928 4348 0
10943 4348 0
10962 4348 0
10964 4348 0
10980 4348 0
10994 4348 0
1102 4348 0
11031 4348 0
1105 4348 0
11073 4348 0
11133 4348 0
11145 4348 0
11152 4348 0
11177 4348 0
1118 4348 0
1120 4348 0
11235 4348 0
112398 4348 0
11247 4348 0
11252 4348 0
11255 4348 0
11342 4348 0
113791 4348 0
114883 4348 0
115207 4348 0
116496 4348 0
1191 4348 0
12 4348 0
1200 4348 0
1244 4348 0
1265 4348 0
1267 4348 0
1277 4348 0
1291 4348 0
1292 4348 0
1297 4348 0
1299 4348 0
13 4348 0
1306 4348 0
1318 4348 0
132 4348 0
1356 4348 0
1361 4348 0
1362 4348 0
1374 4348 0
1385 4348 0
1397 4348 0
1400 4348 0
1409 4348 0
1410 4348 0
1429 4348 0
1445 4348 0
1453 4348 0
1454 4348 0
1455 4348 0
1462 4348 0
1470 4348 0
1493 4348 0
1512 4348 0
151230 4348 0
1513 4348 0
1521 4348 0
1522 4348 0
1523 4348 0
1535 4348 0
1545 4348 0
1591 4348 0
1595 4348 0
16 4348 0
1612 4348 0
162427 4348 0
1634 4348 0
163486 4348 0
165 4348 0
1666 4348 0
1672 4348 0
167227 4348 0
1675 4348 0
1687 4348 0
174 4348 0
1770 4348 0
1808 4348 0
1839 4348 0
1848 4348 0
1852 4348 0
1861 4348 0
19 4348 0
1912 4348 0
1939 4348 0
1955 4348 0
1960 4348 0
1969 4348 0
197 4348 0
1981 4348 0
2004 4348 0
200734 4348 0
2012 4348 0
2013 4348 0
202 4348 0
2039 4348 0
2051 4348 0
2059 4348 0
2114 4348 0
213 4348 0
2147 4348 0
2162 4348 0
2168 4348 0
2173 4348 0
2181 4348 0
2217 4348 0
2243 4348 0
2244 4348 0
2266 4348 1
2267 4348 0
22802 4348 0
22822 4348 0
22828 4348 0
22838 4348 0
22856 4348 0
22876 4348 0
2288 4348 0
23028 4348 0
23042 4348 0
23052 4348 0
2308 4348 0
23085 4348 0
23118 4348 0
2312 4348 0
23130 4348 0
23158 4348 0
23165 4348 0
23169 4348 0
23239 4348 0
23254 4348 0
23258 4348 0
23268 4348 0
23313 4348 0
23325 4348 0
23326 4348 0
23352 4348 0
23399 4348 0
23405 4348 0
23424 4348 0
23429 4348 0
23451 4348 0
23462 4348 0
23474 4348 0
23484 4348 0
23515 4348 0
23516 4348 0
23518 4348 0
23527 4348 0
23531 4348 0
23549 4348 0
23558 4348 0
23585 4348 0
23586 4348 1
23607 4348 0
23608 4348 0
23625 4348 0
23645 4348 0
23670 4348 0
23682 4348 0
249 4348 0
250 4348 0
2537 4348 1
25777 4348 0
25796 4348 0
25805 4348 0
25816 4348 0
25878 4348 0
2591 4348 0
25941 4348 0
25978 4348 0
26085 4348 0
26112 4348 0
26119 4348 0
26130 4348 0
262 4348 0
26227 4348 0
26228 4348 0
26257 4348 0
26279 4348 0
2633 4348 0
2643 4348 0
26499 4348 0
26502 4348 0
26511 4348 0
26523 4348 0
26585 4348 0
266977 4348 0
2673 4348 0
2697 4348 0
26999 4348 0
271 4348 0
27131 4348 0
27163 4348 0
2717 4348 0
2719 4348 0
272 4348 0
2720 4348 0
27250 4348 0
27299 4348 0
27346 4348 0
27347 4348 0
27348 4348 0
27350 4348 0
27429 4348 0
2745 4348 0
2760 4348 0
2762 4348 0
2771 4348 0
2776 4348 0
2784 4348 0
2791 4348 0
2799 4348 0
2805 4348 0
2847 4348 0
2885 4348 0
2893 4348 0
28951 4348 0
2896 4348 0
28962 4348 0
28983 4348 0
290 4348 0
2908 4348 0
29082 4348 0
29098 4348 0
29110 4348 0
29121 4348 0
29127 4348 0
2919 4348 0
2920 4348 0
2921 4348 0
2959 4348 0
29767 4348 0
29887 4348 0
29919 4348 0
29947 4348 0
29968 4348 0
29969 4348 0
2999 4348 0
30009 4348 0
3003 4348 0
3006 4348 0
3021 4348 0
3026 4348 0
3053 4348 0
3059 4348 0
30844 4348 0
3098 4348 0
3106 4348 0
3107 4348 0
3108 4348 0
3109 4348 0
3113 4348 0
3115 4348 0
3119 4348 0
3122 4348 0
3134 4348 0
3149 4348 0
3156 4348 0
3185 4348 0
3201 4348 0
3237 4348 0
3242 4348 0
325 4348 0
3273 4348 0
3290 4348 0
3294 4348 0
330 4348 0
3305 4348 0
335 4348 0
336 4348 0
338 4348 0
341 4348 0
3419 4348 0
3422 4348 0
3428 4348 1
3429 4348 1
3430 4348 1
3433 4348 1
3434 4348 1
3437 4348 1
345 4348 0
3451 4348 0
3455 4348 0
3458 4348 0
3459 4348 0
348 4348 0
3482 4348 0
3484 4348 0
3486 4348 0
3487 4348 0
350 4348 0
3553 4348 0
3561 4348 0
3569 4348 0
3576 4348 0
360 4348 0
3612 4348 0
3614 4348 0
3620 4348 0
3624 4348 0
3627 4348 0
3638 4348 0
3659 4348 0
3665 4348 1
3682 4348 0
3683 4348 0
3698 4348 0
3699 4348 0
3707 4348 0
3726 4348 0
3732 4348 0
374286 4348 0
375057 4348 0
379 4348 0
3796 4348 0
3831 4348 0
3845 4348 0
3851 4348 1
3860 4348 0
3875 4348 0
3897 4348 0
3902 4348 0
391 4348 0
3936 4348 0
3957 4348 0
3959 4348 0
397 4348 0
3988 4348 0
4052 4348 0
4061 4348 0
4065 4348 0
4069 4348 0
4074 4348 0
4092 4348 0
4125 4348 0
4134 4348 0
4141 4348 0
4149 4348 0
4217 4348 0
4236 4348 0
4256 4348 0
4277 4348 0
4283 4348 0
4311 4348 0
4312 4348 0
4313 4348 0
4314 4348 0
4318 4348 0
4319 4348 0
4322 4348 0
433 4348 0
4356 4348 0
440 4348 0
440270 4348 0
4547 4348 0
4582 4348 0
4599 4348 1
4615 4348 0
4616 4348 0
4659 4348 0
4664 4348 0
4683 4348 0
4690 4348 0
4772 4348 0
479 4348 0
4790 4348 0
4792 4348 0
4794 4348 0
4807 4348 0
4814 4348 0
4833 4348 0
4851 4348 0
4853 4348 0
4891 4348 0
493 4348 0
4938 4348 1
4939 4348 1
4940 4348 1
4973 4348 0
49860 4348 0
5004 4348 0
5019 4348 0
5026 4348 0
50486 4348 0
50618 4348 0
50650 4348 0
5076 4348 0
50807 4348 0
5096 4348 0
51029 4348 0
51056 4348 1
51070 4348 0
51092 4348 0
51115 4348 0
51131 4348 1
51143 4348 0
51144 4348 0
51181 4348 0
51191 4348 0
51192 4348 0
51237 4348 0
5128 4348 0
51347 4348 0
51363 4348 0
51366 4348 0
51379 4348 0
51439 4348 0
51447 4348 0
51449 4348 0
51458 4348 0
51495 4348 0
51507 4348 0
51513 4348 0
51559 4348 0
51585 4348 0
5173 4348 0
51734 4348 0
51742 4348 0
51752 4348 0
5176 4348 0
51761 4348 0
51780 4348 0
51806 4348 0
5197 4348 0
526 4348 0
5265 4348 0
5267 4348 0
527 4348 0
5272 4348 0
5289 4348 0
5292 4348 0
5293 4348 0
5305 4348 0
5306 4348 0
5311 4348 0
5328 4348 0
5329 4348 0
53407 4348 0
5359 4348 1
5361 4348 0
5376 4348 0
54145 4348 0
5435 4348 0
54360 4348 0
54453 4348 0
54470 4348 0
54477 4348 0
54544 4348 0
54583 4348 0
54677 4348 0
54704 4348 0
5473 4348 0
54733 4348 0
54739 4348 0
5481 4348 0
54812 4348 0
54829 4348 0
54832 4348 0
54838 4348 0
54852 4348 0
54874 4348 0
54877 4348 0
54902 4348 0
54922 4348 0
54942 4348 0
54971 4348 0
55008 4348 1
55013 4348 0
55023 4348 0
55024 4348 0
55079 4348 0
55113 4348 0
55186 4348 0
55197 4348 0
5520 4348 0
55211 4348 0
55222 4348 0
55233 4348 0
55237 4348 0
55251 4348 0
55288 4348 0
55326 4348 0
55337 4348 0
55353 4348 0
55454 4348 0
5547 4348 0
55486 4348 0
55510 4348 0
5552 4348 0
55577 4348 0
55585 4348 0
55601 4348 1
55625 4348 0
55631 4348 0
55660 4348 0
55669 4348 0
55700 4348 0
55707 4348 0
55746 4348 0
55748 4348 0
55793 4348 0
558 4348 0
55830 4348 0
55840 4348 0
55841 4348 0
55847 4348 0
55852 4348 0
55856 4348 0
55915 4348 0
5594 4348 0
5610 4348 1
56271 4348 0
563 4348 0
56300 4348 0
5631 4348 0
56339 4348 0
5634 4348 0
56521 4348 0
5654 4348 0
5663 4348 0
56650 4348 0
56674 4348 0
56829 4348 0
56913 4348 0
56935 4348 0
56940 4348 0
5696 4348 0
5698 4348 0
5699 4348 0
570 4348 0
57035 4348 0
57037 4348 0
5717 4348 0
5720 4348 0
5721 4348 0
5728 4348 0
5734 4348 0
57396 4348 0
57403 4348 0
5743 4348 0
5744 4348 0
57586 4348 0
57596 4348 0
5771 4348 0
57820 4348 0
5792 4348 0
5806 4348 0
5813 4348 0
5818 4348 0
5827 4348 0
5836 4348 0
58472 4348 0
58498 4348 0
5860 4348 0
5863 4348 0
5880 4348 0
5899 4348 0
5920 4348 0
5927 4348 0
59342 4348 0
5937 4348 0
5966 4348 0
597 4348 0
5998 4348 0
6005 4348 0
6007 4348 0
6016 4348 0
6036 4348 0
604 4348 0
6051 4348 0
6176 4348 0
6197 4348 0
6237 4348 0
6275 4348 0
6280 4348 0
6283 4348 0
6286 4348 0
629 4348 1
6310 4348 0
6314 4348 0
6317 4348 0
6318 4348 0
6347 4348 0
6354 4348 0
6362 4348 0
6364 4348 1
637 4348 0
6372 4348 0
6392 4348 0
63931 4348 0
63978 4348 0
64087 4348 0
64167 4348 0
64210 4348 0
64219 4348 0
6422 4348 0
64220 4348 0
64236 4348 0
64318 4348 0
6441 4348 0
64422 4348 0
64425 4348 0
64663 4348 0
64714 4348 0
6472 4348 0
64761 4348 0
64781 4348 0
6480 4348 0
6482 4348 0
64847 4348 0
64943 4348 0
6496 4348 0
6507 4348 0
65220 4348 0
65264 4348 0
653 4348 0
6532 4348 0
6535 4348 0
6559 4348 0
6595 4348 0
65983 4348 0
65998 4348 0
6643 4348 0
6646 4348 0
6648 4348 0
6653 4348 0
6676 4348 0
668 4348 0
6729 4348 0
6737 4348 0
6769 4348 0
6774 4348 0
6775 4348 0
6778 4348 0
678 4348 0
6780 4348 0
6810 4348 0
6812 4348 0
6817 4348 0
6827 4348 0
684 4348 0
6890 4348 0
6892 4348 0
6905 4348 0
6996 4348 0
7029 4348 0
7040 4348 0
7048 4348 0
7050 4348 0
7051 4348 0
7058 4348 0
7071 4348 0
7080 4348 0
7088 4348 0
7104 4348 0
7110 4348 0
712 4348 0
7127 4348 0
7128 4348 0
713 4348 0
7132 4348 0
715 4348 0
7159 4348 0
716 4348 0
7161 4348 0
7165 4348 0
7170 4348 0
718 4348 0
7227 4348 0
7264 4348 0
727 4348 0
7276 4348 0
728642 4348 0
7348 4348 0
7408 4348 0
7424 4348 0
7444 4348 0
7448 4348 0
7453 4348 0
7465 4348 0
7535 4348 0
7644 4348 0
7707 4348 0
7743 4348 0
7764 4348 0
7791 4348 0
7805 4348 0
7851 4348 0
79037 4348 0
79053 4348 0
79083 4348 0
79143 4348 0
79144 4348 0
79180 4348 0
79368 4348 0
79587 4348 0
79647 4348 0
79665 4348 0
79666 4348 0
79675 4348 0
79713 4348 0
79802 4348 0
