"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%DisGeNet","num_DisGeNet","%NCG","num_NCG","%DEGs","num_DEGs"
"1","Harringtonine-23 mg/kg in Saline-Rat-Bone marrow-5d-dn","9/300",5.17465015421018e-06,0.0407555446145594,0,0,7.05882352941176,85.9181564057591,"ORM1;CISH;SLPI;PTAFR;IL2RB;HP;NKG7;PGLYRP1;S100A9",11.1111111111111,1,0,0,44.4444444444444,4
