"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","%DisGeNet","num_DisGeNet","%NCG","num_NCG","%DEGs","num_DEGs"
"1","sirolimus homo sapiens gpl96 gds2494 chdir up","100/533",2.95808324518387e-57,2.06474210513834e-54,0,0,7.22995224616541,941.070891810126,"RPL4;RPL5;NDUFA13;RPL3;RPL34;ATP5C1;PARK7;RPL10A;RPL6;UXT;EEF1B2;SNRPD2;RPL36AL;RPL36;RPL35;SNRPD3;TXNL4A;RPL21;RPS7;RPL23;UBE2E1;ATP5J2;COX7A2L;SNRPG;SRSF3;SNRPE;PPIB;RPN2;UQCRB;ATP5I;ATP5H;ATP5O;OAZ1;UQCRH;SERF2;XRCC6;TBCA;MRPL23;EEF2;LSM3;GNB2L1;LSM7;PTPRC;HNRNPD;DYNLRB1;RPS24;UFD1L;COX7B;ITGB2;OLA1;ATP5G2;COX7C;UBL5;HINT1;C14ORF2;UQCRFS1;ACTR2;EDF1;NDUFC1;PSMA6;NSA2;HAX1;PSMA1;NDUFS6;EEF1D;UFC1;SLC25A5;PFDN5;SLC25A6;SF3B5;NDUFB8;NDUFB4;NDUFB3;UQCR11;COX5B;COX5A;PCNP;PSMB7;PSMB1;RPL14;RPL15;SEC11A;CCT4;TIMM8B;NPM1;NDUFA6;MDH1;NDUFA4;NDUFA2;NDUFA1;RPL35A;COX6C;SOD1;C6ORF48;EIF3K;CCNG1;EIF3H;EIF3E;EIF3D;RAN",1,1,0,0,4,4
"2","hydrocortisone homo sapiens keloid scar gds3071 chdir down","105/640",2.99500242038641e-54,1.04525584471486e-51,0,0,6.32225433526012,779.171378137449,"RPL4;RPL5;NDUFA13;RPL3;RPL34;ATP5C1;PARK7;RPL10A;SNRPD2;RPL36AL;RPL36;RPL35;CYP1B1;TXNL4A;RPL21;RPS7;RPL23;RPS5;RPL22;UBE2E1;RPSA;ATP5J2;KARS;PPA1;NCL;MORF4L2;SNRPG;VDAC2;RPL26;RPL29;UQCRB;ATP5J;ATP5I;ATP5H;HIGD1A;UQCRH;MRPL20;LDHB;ATP5B;PRDX1;SERF2;TBCA;GNB2L1;UQCRQ;CYCS;NOP10;RPS24;DOCK5;COX7B;RPLP0;DBI;ATP5G3;YBX1;HMGB1;COX7C;HINT1;YWHAQ;NDUFC2;EDF1;PSMA6;NSA2;DNAJC1;PSMA1;PSMA2;EEF1D;UFC1;STRAP;SLC25A5;PTMA;PFDN5;SF3B5;NDUFB8;NDUFB4;ATP5A1;NDUFB2;RPL36A;RPS27L;NDUFB1;UQCR11;NEDD8;UQCR10;COX5B;COX5A;HSPD1;RPL14;RPL15;CCT8;RPL17;CCT5;POLR2L;TIMM8B;DUT;NPM1;NDUFA4;NDUFA1;RPL35A;NAP1L1;COX6C;SOD1;EIF3M;EIF3K;NDUFAB1;EIF3E;SLIRP;RAN",0,0,0,0,3.80952380952381,4
"3","imatinib homo sapiens gpl571 gds3518 chdir down","84/432",3.57688857324521e-49,8.32222741375053e-47,0,0,7.4930421751231,835.865161351624,"COX7B;NDUFA13;HSP90AB1;RPL34;ITGA2B;NCF4;HMGB2;ATP5C1;PARK7;HBD;HMGB1;YBX1;ATP5G3;UBL5;MRPL3;YWHAQ;SEC61G;UQCRFS1;SNRPD3;TXNL4A;CCT2;HSP90AA1;RPL23;NDUFC2;RPSA;RNASE3;RNASE2;DYNLL1;ATP5J2;PSMA6;PSMA1;KARS;PPA1;NDUFS6;MORF4L2;NCL;SUB1;SNRPG;SRSF2;NDUFS3;SRSF3;ERH;PPIB;S100A9;PTMA;S100A8;LTF;NDUFB8;RPN2;NDUFB11;NDUFB4;ATP5A1;ATP5I;UQCR10;COX5B;OAZ1;HSPD1;PSMB6;MRPL20;ATP5B;PRDX1;CCT8;SERF2;CCT5;POLR2L;TIMM8B;DUT;XRCC6;NPM1;NDUFA1;MRPL23;COX6C;HNRNPM;LSM7;DHRS9;UQCRQ;PSMC2;SERBP1;NDUFAB1;HNRNPD;SLIRP;EIF3D;NOP10;RAN",0,0,0,0,3.57142857142857,3
"4","testosterone mus musculus gpl1261 gse17553 chdir up","130/1154",2.37458944896732e-48,4.14365858844798e-46,0,0,4.34110390933104,476.042241866914,"RPL4;RPL5;NDUFA13;ATP5C1;RPL10A;BZW1;TOMM20;RPL6;PSMD8;EEF1B2;CAPNS1;SNRPD2;RPL36AL;BASP1;RPL36;RPL35;RPS7;RPS5;APLP2;RPL22;RBX1;ATP5J2;DPM1;COX7A2L;NCL;MORF4L2;SUB1;CMPK1;VDAC2;SNRPE;ERH;RPL26;RPL29;PPIB;HIST1H2BC;RPN2;UQCRB;NDUFB11;COX17;ATP5J;ATP5H;ATP5O;UQCRH;SEP15;LDHB;ATP5B;PDCD10;PRDX1;SKIL;UBE2B;TBCA;EEF2;EIF2S2;GNB2L1;HIGD2A;COPS5;UQCRQ;COPS2;LCN2;ALPL;MAN2B1;DYNLRB1;NOP10;HSP90AB1;RPLP0;OLA1;KRT23;DBI;ATP5G3;YBX1;ATP5G2;COX7C;HINT1;YWHAQ;SEC61G;UQCRFS1;CCT2;CD52;ATP6AP1;NDUFC2;EDF1;NDUFC1;DYNLL1;PSMA6;NSA2;PSMA1;UFC1;NDUFS3;SLC25A5;PFDN5;SF3B5;NDUFB8;NDUFB5;ATP5A1;NDUFB2;UQCR11;NEDD8;NPL;COX5B;COX5A;HSPD1;PCNP;PSMB7;GNG5;CNIH;LMAN2;PSMB1;RPL14;POLR2G;RPL15;MBNL3;POLR2L;TIMM8B;NDUFA8;NPM1;NDUFA6;MDH1;IL10RB;CSNK1A1;NDUFA4;NDUFA3;NDUFA1;DNAJA1;EIF3M;SPCS1;EIF3K;EIF3H;TCEA1;EIF3E;RAN",0.769230769230769,1,0,0,2.30769230769231,3
"5","paclitaxel homo sapiens gpl570 gse19136 chdir down","96/659",9.25733031497305e-45,1.29232331197024e-42,0,0,5.61369038743235,569.177196378804,"RPL5;SRP19;DOCK5;HNRPDL;HSP90AB1;RPLP0;OLA1;ATP5C1;PARK7;ATP5G3;YBX1;HMGB1;RPL10A;C14ORF166;RPL6;EEF1B2;MRPL3;HINT1;SNRPD2;YWHAQ;RPL36AL;SEC61G;SUMO2;RPL35;TXNL4A;TMEM14B;ACTR2;CCT2;HSP90AA1;CSGALNACT2;RPSA;DPM1;TUBB2C;PSMA3;DNAJC1;PSMA4;KARS;PPA1;NDUFS6;EEF1D;MORF4L2;SNRPG;YME1L1;SRSF3;VDAC2;SNRPE;ERH;RPL26;SLC25A5;PPIB;PTMA;ATP5A1;RPL36A;RPS27L;NEDD8;ATP5H;ATP5O;HIGD1A;OAZ1;COX5A;HSPD1;SEP15;MRPL20;LDHB;PSMB7;ATP5B;PDCD10;PRDX1;RPL14;SNRPB2;CCT8;RPL17;CCT5;CCT4;NAA50;XRCC6;NPM1;CSNK1A1;NDUFA4;DEK;EEF2;GNB2L1;DNAJA1;LSM7;EIF3M;COPS5;SPCS1;EIF3K;UQCRQ;PSMC2;SERBP1;NDUFAB1;CYCS;SSBP1;C11ORF58;RAN",0,0,0,0,1.04166666666667,1
"6","dexamethasone mus musculus gpl339 gds2314 chdir up","85/533",1.19572036327106e-42,1.39102135593866e-40,0,0,6.1454594092406,593.220121856531,"RPL4;RPL3;HSP90AB1;RPLP0;ATP5C1;SLC2A3;DBI;CALML4;ATP5G3;HMGB1;RPL10A;ATP5G2;PHB2;COX7C;TOMM20;RPL6;SCPEP1;HINT1;SNRPD2;YWHAQ;RPL36AL;BASP1;SEC61G;SUMO2;RPL36;RPL35;UPP1;TGM2;ACTR2;CCT2;HSP90AA1;RPL21;RPS7;RPL23;RPS5;RPSA;RBX1;ATP5J2;PSMA4;HAX1;PSMA1;PSMA2;MORF4L2;SUB1;SNRPG;SRSF2;SRSF3;VDAC2;SNRPE;PPIB;PTMA;UQCRB;NDUFB5;NDUFB11;ATP5A1;NDUFB2;RPL36A;RPS27L;ATP5H;ATP5O;COX5B;COX5A;HSPD1;SEP15;PSMB7;ATP5B;PRDX1;RPL14;AHSP;CCT8;MPZL2;NDUFA8;NPM1;NDUFA4;CBX3;EEF2;COX6C;EIF2S2;DNAJA1;PSMC2;NDUFAB1;CYCS;EIF3E;RPS24;RAN",0,0,0,0,2.35294117647059,2
"7","dexamethasone homo sapiens gpl3921 gse28896 chdir up","64/299",4.30182464226707e-40,4.28953371471773e-38,0,0,8.24843247562524,747.673919475451,"RPL4;RPL3;RPLP0;ATP5C1;HBD;ATP5G2;C14ORF166;COX7C;MPO;RPL6;HINT1;SNRPD2;RPL36AL;C14ORF2;BASP1;SUMO2;RPL36;CTSG;RPL23;RPL22;RPSA;RNASE2;DYNLL1;COX7A2L;HAX1;PSMA1;EEF1D;UFC1;RPL26;PPIB;PTMA;PFDN5;GTF2A2;RPN2;UQCRB;NDUFB11;RPL36A;ATP5J;RPS27L;ATP5I;UQCR11;NEDD8;CSF2RB;OAZ1;UQCRH;PRDX1;RPL17;FCGR1B;SERF2;POLR2L;NFE2;NPM1;NDUFA4;NDUFA1;RPL35A;NAP1L1;EEF2;GNB2L1;C6ORF48;EIF3M;CLEC2B;EIF3K;RSL24D1;RPS24",1.5625,1,0,0,7.8125,5
"8","gemcitabine homo sapiens gpl96 gse6914 chdir up","153/1897",4.15755158843141e-39,3.6274637609064e-37,0,0,3.10804098957587,274.675895715969,"RPL4;RPL5;HNRPDL;RPL3;RPL34;CTNND1;ATP5C1;PARK7;CALML4;RPL10A;C14ORF166;PHB2;BZW1;TOMM20;RPL6;PSMD8;EEF1B2;FAM134A;IL18RAP;SNRPD2;RPL36AL;RPL36;RPL35;SNRPD3;SEPHS2;TMEM14B;NUP214;MAP2K3;IL4R;RPS7;RPL23;RPS5;RPL22;RBX1;DPM1;COX7A2L;KEL;KARS;PPA1;SUB1;CMPK1;YME1L1;SRSF3;VDAC2;SNRPE;ERH;MATR3;RPL26;RPL29;RPN2;UQCRB;ATP5J;C2ORF28;ATP5O;HIGD1A;OAZ1;UQCRH;LDHB;CYB5R4;TBXA2R;SFN;S100A14;N4BP1;NAA50;XRCC6;TBCA;MRPL23;EEF2;GNB2L1;HNRNPM;LSM7;UQCRQ;COPS2;TMCC1;CD24;SELT;RSL24D1;RPS24;CDKN1C;UFD1L;COX7B;HSP90AB1;RPLP0;CLTB;HMGB2;ARRB1;ATP5G3;HMGB1;COX7C;MRPL3;HINT1;C14ORF2;XPO6;UQCRFS1;FLOT2;ACTR2;CCT2;HSDL2;MMP8;PSMA6;TUBB2C;NSA2;PSMA1;PSMA2;UFC1;NDUFS3;TLR5;PTMA;PFDN5;SLC25A6;SF3B5;NDUFB8;NDUFB4;DCTN3;RPL36A;NDUFB1;COX5B;PSMB6;PCNP;PSMB7;GNG5;CNIH;PSMB1;RPL14;EIF4H;SNRPB2;POLR2G;RPL15;RPL17;SEC11A;POLR2J;TIMM8B;NPM1;NDUFA6;MDH1;CSNK1A1;LIMK2;NDUFA2;RPL35A;NAP1L1;COX6C;C6ORF48;EIF3M;EIF3K;PSMC2;SERBP1;NDUFAB1;CCNG1;EIF3H;EIF3E;SSBP1;EIF3D;RAN",0,0,0,0,2.61437908496732,4
"9","valproic acid homo sapiens gpl96 gds1050 chdir up","139/1642",1.80096234115859e-37,1.39674634903188e-35,0,0,3.26215269221472,276.002020483093,"RPL4;RPL5;IL1RN;NDUFA13;RPL3;ATP5C1;PHB2;BZW1;TOMM20;RPL6;SNRPD2;RPL36AL;BASP1;HMGN3;TMEM14B;TGM2;RPL21;RPS7;RPL23;RPL22;MUL1;RPSA;COX7A2L;PPA1;SUB1;YME1L1;VDAC2;ERH;RPL26;RPL29;RPN2;UQCRB;LY96;ATP5J;ATP5I;HIGD1A;OAZ1;UQCRH;SEP15;LDHB;KLRK1;SEC14L1;PDCD10;PRDX1;NRBF2;SERF2;N4BP1;ZC3H15;NAA50;UBE2B;TBCA;IGF2R;UQCRQ;CCPG1;HNRNPD;CYCS;DYNLRB1;SELT;RSL24D1;NOP10;RPS24;UFD1L;COX7B;HSP90AB1;RPLP0;OLA1;ATP5G3;HMGB1;ATP5G2;COX7C;UBL5;SCPEP1;THBD;HINT1;SUMO1;YWHAQ;C14ORF2;SUMO2;CTBS;NCOA1;ACTR2;CCT2;HSP90AA1;NDUFC2;EDF1;DYNLL1;PSMA6;HAX1;PSMA2;NDUFS6;FAM96B;SLC25A5;DLD;PTMA;PFDN5;TSEN34;SF3B5;NDUFB8;USP10;ATP5A1;NDUFB3;DCTN3;RPL36A;UQCR11;NEDD8;UQCR10;PCNP;PSMB7;CNIH;PSMB1;RPL14;RPL15;SEC11A;TIMM8B;NPM1;NDUFA6;MDH1;IL10RB;NDUFA4;NDUFA3;NDUFA2;KCNJ15;RPL35A;NAP1L1;COX6C;KTN1;DNAJA1;KLF7;C6ORF48;EIF3M;CLEC2B;EIF3K;CCNG1;EIF3H;EIF3E;SSBP1;FCGR2C;C11ORF58;RAN",1.43884892086331,2,0,0,4.31654676258993,6
"10","sirolimus homo sapiens gpl8300 gds3603 chdir up","118/1225",9.20085315330088e-37,6.42219550100402e-35,0,0,3.71200503322716,308.008637105342,"SRP19;IL1RN;SLC4A1;RPL10A;PHB2;TOMM20;PSMD8;SNRPD2;RPL36AL;BASP1;TRBC1;RPL35;CYP1B1;TXNL4A;HMGN3;MAP3K5;MAP2K3;IL4R;RPL21;RPS5;APLP2;ATP5J2;DPM1;COX7A2L;TYROBP;KARS;NCL;SNRPG;SRSF2;YME1L1;VDAC2;ERH;S100A9;RPN2;KLRB1;COX17;ATP5I;FPR2;ATP5H;ATP5O;UBE2J1;ATP5B;SEC14L1;BLOC1S1;PRDX1;N4BP1;ZC3H15;XRCC6;KIAA0430;EEF2;GNB2L1;HNRNPM;LSM7;PTPRC;MAN2B1;CDKN1C;UFD1L;IGHM;ALAS2;RPLP0;ITGB2;TCIRG1;YBX1;CXCL5;THBD;HINT1;FCGR3B;SUMO1;YWHAQ;UQCRFS1;NCOA1;CCT2;CD52;ATP6AP1;PPP2R5A;PSMA3;PSMA4;PSMA2;EEF1D;CDC42EP3;PECAM1;TRIM58;STRAP;PLEKHO2;PFDN5;SLC25A6;NDUFB8;GTF2A2;DGCR14;BCL2A1;ATP5A1;DCTN3;UQCR11;COX5B;PSMB6;PSMB7;PSMB1;SNRPB2;POLR2L;IL10RB;LIMK2;EMR1;NDUFA2;NDUFA1;NAP1L1;CFLAR;KIAA0232;COX6C;SOD1;DNAJA1;EIF3K;KRT17;NDUFAB1;TCEA1;SSBP1;EIF3D;C11ORF58;RAN",2.54237288135593,3,0,0,1.69491525423729,2
