"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Lomustine-8.75 mg/kg in Corn Oil-Rat-Spleen-1d-up","3/275",0.049603369890512,0.671905965488605,0,0,3.80572755417957,11.4312505581075,"NFE2;CYB5R4;HAL"
