"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Carbachol-15 mg/kg in Water-Rat-Brain-3d-dn","3/282",0.0226027566129984,0.553055362043305,0,0,5.28978494623656,20.046610232673,"PDE4B;TSPAN3;NCALD"
